ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
MLI_SU_fo..pc,Mali,Sugar,Per-capita food consumption [kg/p/year],MLI,SU,FO..PC,8.225492614,8.300629893,8.371510168,8.435582731,8.548094025,8.644425653,10.00286866,10.57060762,10.46698173,10.91972494,11.06866899,11.24417704,11.41029343,11.53799197,11.65673842,11.78192635,11.92291454,12.05295153,12.16734678,12.28192233,12.3913018
MLI_VL_fo..pc,Mali,Vegetable oils,Per-capita food consumption [kg/p/year],MLI,VL,FO..PC,4.501282271,5.141398985,5.90018894,7.304480932,6.958581073,6.791551674,6.970009526,6.727919456,6.657906888,6.465542495,7.215029603,7.23483299,7.24577891,7.251107784,7.241992115,7.22156948,7.198466327,7.170254935,7.135974303,7.096189365,7.050062549
MLI_WT_fo..pc,Mali,Wheat,Per-capita food consumption [kg/p/year],MLI,WT,FO..PC,7.761150289,8.686705702,8.121614342,9.103146832,9.727141477,10.70534832,11.39215598,12.13462609,12.29870354,11.93551331,11.98132215,12.04132327,12.08756572,12.11495698,12.14628601,12.17502071,12.20060196,12.224252,12.24500992,12.26219321,12.27664374
MMR_BT_fo..pc,Myanmar,Butter,Per-capita food consumption [kg/p/year],MMR,BT,FO..PC,0.57676172,0.608153443,0.6402281,0.659828781,0.926523956,1.004858096,1.056011775,0.561094371,0.545506468,0.538511812,0.543781035,0.558844995,0.573670836,0.58893945,0.603788821,0.618926701,0.633999871,0.649053103,0.664169697,0.679315371,0.694575236
MMR_BV_fo..pc,Myanmar,Beef and Veal,Per-capita food consumption [kg/p/year],MMR,BV,FO..PC,3.588896214,3.947334019,4.427627525,4.690341392,4.988284496,5.374889028,5.954098029,6.211842133,6.250444895,6.231396276,6.301666373,6.377238548,6.454407179,6.530621381,6.609900091,6.689689141,6.769327825,6.850335295,6.931780258,7.015067859,7.099845762
MMR_EG_fo..pc,Myanmar,Eggs,Per-capita food consumption [kg/p/year],MMR,EG,FO..PC,6.135292875,6.611800013,6.968015318,7.521082224,7.145678302,6.447648482,5.520307183,5.470632495,5.542818802,5.615180373,5.76505093,5.904343961,6.05688909,6.211423613,6.377278757,6.540141682,6.704166201,6.867925849,7.039448371,7.209391245,7.379346591
MMR_FH_fo..pc,Myanmar,Fish,Per-capita food consumption [kg/p/year],MMR,FH,FO..PC,44.62316226,44.41718523,45.17063966,44.50936864,46.45459761,47.03609947,47.80235762,45.98833515,43.63158821,40.70002336,40.60122617,40.93418867,41.30282915,41.69390865,42.1833213,42.68585774,43.2023155,43.88690549,44.22298439,44.8065118,45.32893806
MMR_MA_fo..pc,Myanmar,Maize,Per-capita food consumption [kg/p/year],MMR,MA,FO..PC,3.580835347,3.91272284,3.953986609,3.899067767,3.724661355,3.406250114,2.829107877,3.080122223,3.156581225,3.036653137,3.047267448,3.056925657,3.071004072,3.086591519,3.104568414,3.123721353,3.143838116,3.165676728,3.189180544,3.214126614,3.241065938
MMR_MK_fo..pc,Myanmar,Milk,Per-capita food consumption [kg/p/year],MMR,MK,FO..PC,2.378002316,2.451075003,2.458935046,2.639431655,2.42551296,2.630156788,2.565248188,3.578144015,3.558650984,3.517403218,3.612573321,3.681826407,3.754866197,3.83059488,3.910273733,3.99275838,4.07770207,4.16290289,4.249503808,4.336486179,4.420779017
MMR_OCG_fo..pc,Myanmar,Other Coarse Grains,Per-capita food consumption [kg/p/year],MMR,OCG,FO..PC,5.634278336,5.734043297,5.521837814,5.870143125,6.133081889,6.115741177,6.082119992,6.20192038,6.14605434,6.275754785,6.286265206,6.307717475,6.338276951,6.356193353,6.385804538,6.409739411,6.431885531,6.45280521,6.470521566,6.484109414,6.494285814
MMR_OOS_fo..pc,Myanmar,Other Oilseeds,Per-capita food consumption [kg/p/year],MMR,OOS,FO..PC,7.999998081,8.035958477,8.081667377,6.427748495,6.364781054,6.290801251,6.269654231,6.202403605,6.182016899,6.247942539,6.342954947,6.407902268,6.489051874,6.573329421,6.653895159,6.736071283,6.819071438,6.903756538,6.988642736,7.074420666,7.161254681
MMR_PK_fo..pc,Myanmar,Pork,Per-capita food consumption [kg/p/year],MMR,PK,FO..PC,9.189300765,9.644082421,10.38541256,11.35969875,12.65281714,13.51969485,13.22704462,14.40740529,14.42322919,14.0384953,14.3953095,14.6218715,14.86707141,15.12150413,15.38012613,15.64109445,15.88851608,16.13672959,16.38798126,16.64628337,16.88788782
MMR_PS_fo..pc,Myanmar,Pulses,Per-capita food consumption [kg/p/year],MMR,PS,FO..PC,16.28773986,15.98200899,15.82404662,14.4402566,14.87078823,15.31204288,15.76466819,16.22838138,16.70467873,17.1952793,17.4751143,17.71666423,17.92004609,18.16176761,18.38166967,18.61415181,18.85326275,19.09163043,19.33535161,19.5788696,19.82785601
MMR_PT_fo..pc,Myanmar,Poultry,Per-capita food consumption [kg/p/year],MMR,PT,FO..PC,19.85118219,20.48756077,22.34247793,24.13484074,26.50170315,28.35431865,28.36835367,28.08165238,28.07493793,27.9973898,28.44724631,28.89952512,29.34661557,29.79241141,30.24332173,30.68982296,31.12385239,31.56164322,31.99220384,32.42729936,32.86459936
MMR_RI_fo..pc,Myanmar,Rice,Per-capita food consumption [kg/p/year],MMR,RI,FO..PC,195.5267689,195.5670304,194.5024067,194.0299488,193.9401124,194.0256053,193.180792,194.1750361,196.7292828,197.1432024,197.9176445,197.7367216,197.0800224,195.923115,196.0124721,195.9738747,195.9450991,195.9880631,195.9976253,196.0421337,195.9673914
MMR_RT_fo..pc,Myanmar,Roots tubers,Per-capita food consumption [kg/p/year],MMR,RT,FO..PC,5.472896109,6.037402554,5.570453217,5.623501432,5.741088027,5.861568217,5.984783102,6.110595808,6.239539862,6.372216002,6.282057942,6.403430507,6.534251404,6.663029667,6.798394834,6.931892228,7.065447765,7.199059529,7.330218886,7.460252707,7.585600966
MMR_SH_fo..pc,Myanmar,Sheep,Per-capita food consumption [kg/p/year],MMR,SH,FO..PC,0.847443763,0.966369351,1.056649966,1.162239018,1.322661143,1.530889022,1.582842915,1.760047358,1.804821736,1.805428319,1.800772571,1.810304718,1.820750265,1.834852893,1.848175091,1.861900165,1.87530573,1.88841857,1.902266128,1.916587995,1.929136792
MMR_SU_fo..pc,Myanmar,Sugar,Per-capita food consumption [kg/p/year],MMR,SU,FO..PC,5.283526542,5.934362245,6.472300929,6.90014632,7.318363371,7.346813972,8.773717901,9.387189052,10.11962805,10.85833546,11.29487775,11.76746038,12.26988063,12.77320578,13.29736326,13.85162874,14.44754989,15.05757119,15.67605342,16.32292145,16.99293201
MMR_VL_fo..pc,Myanmar,Vegetable oils,Per-capita food consumption [kg/p/year],MMR,VL,FO..PC,6.847551604,7.860146614,7.47037782,7.255352761,9.179577991,9.572721287,10.08950506,10.96074567,11.15427117,11.19352541,11.66925114,11.90109011,12.14554116,12.40973029,12.65993636,12.90045292,13.14534123,13.39084763,13.63464669,13.87716882,14.11647942
MMR_WT_fo..pc,Myanmar,Wheat,Per-capita food consumption [kg/p/year],MMR,WT,FO..PC,7.237434471,7.275528112,7.543170881,7.442437926,7.364583775,7.753274069,8.029388526,8.038131942,7.984293687,8.097741698,8.139459284,8.189769806,8.238216692,8.28483152,8.338223642,8.3953925,8.456429432,8.522289034,8.592509637,8.666841905,8.746215278
MNE_BT_fo..pc,Montenegro,Butter,Per-capita food consumption [kg/p/year],MNE,BT,FO..PC,1.45350287,1.555640106,2.056240127,2.173517866,2.195407131,2.263689669,2.314612319,2.443716526,2.415693128,2.47713937,2.523027395,2.523699408,2.527674196,2.532997356,2.536275403,2.54067414,2.544712869,2.548632568,2.552267152,2.555334069,2.557739973
MNE_BV_fo..pc,Montenegro,Beef and Veal,Per-capita food consumption [kg/p/year],MNE,BV,FO..PC,12.68395098,11.90008723,12.39666942,13.16517153,13.88571112,12.49836872,13.70568652,16.97468778,17.73309468,18.68579794,18.74312758,18.80132873,18.91073326,18.9944649,19.04479213,19.08002413,19.10047929,19.12072933,19.14726124,19.17249641,19.19779697
MNE_EG_fo..pc,Montenegro,Eggs,Per-capita food consumption [kg/p/year],MNE,EG,FO..PC,5.143484367,6.062679633,5.431155987,7.164795138,6.823605762,9.007001508,10.71084862,9.107097113,9.103348839,9.101381856,9.253488596,9.405824534,9.577599927,9.748169089,9.922372469,10.09723676,10.27605824,10.45591919,10.64033214,10.82631888,11.01464198
MNE_FH_fo..pc,Montenegro,Fish,Per-capita food consumption [kg/p/year],MNE,FH,FO..PC,10.60534865,11.35369719,11.04227075,12.15760728,11.95390352,12.06634367,13.38527458,14.06844584,14.57727804,16.88059726,18.20909882,17.84207736,17.89017712,17.92310679,17.87533129,17.78152955,17.62115881,17.52679528,17.45784878,17.38314467,17.27342709
MNE_MA_fo..pc,Montenegro,Maize,Per-capita food consumption [kg/p/year],MNE,MA,FO..PC,0.000144165,0.000143893,0.000143681,0.000143519,0.000143387,0.000143271,0.000143172,0.000143093,0.000143034,0.000143004,0.000144077,0.000144924,0.000145857,0.000146753,0.000147597,0.000148417,0.000149211,0.00014998,0.000150731,0.000151456,0.000152166
MNE_MK_fo..pc,Montenegro,Milk,Per-capita food consumption [kg/p/year],MNE,MK,FO..PC,23.95065925,33.21284833,25.47609484,28.82560571,29.89719452,28.78663063,28.61314962,28.61165662,28.69414853,28.37693482,28.4830437,28.59405326,28.74270703,28.90956265,29.06454359,29.22519232,29.38872992,29.55766075,29.7346094,29.9128555,30.09531189
MNE_OCG_fo..pc,Montenegro,Other Coarse Grains,Per-capita food consumption [kg/p/year],MNE,OCG,FO..PC,0.00086499,0.000863356,0.000862088,0.000861115,0.000860319,0.000859629,0.000859031,0.00085856,0.000858207,0.000858021,0.000858479,0.000860561,0.000863559,0.000865868,0.00086865,0.000871427,0.00087416,0.000876902,0.000879569,0.000882152,0.000884643
MNE_OOS_fo..pc,Montenegro,Other Oilseeds,Per-capita food consumption [kg/p/year],MNE,OOS,FO..PC,0.000432495,0.000431678,0.000431044,0.000430557,0.00043016,0.000429814,0.000429516,0.00042928,0.000429103,0.000429011,0.000434231,0.000438435,0.000443556,0.000448936,0.000453982,0.00045917,0.000464439,0.000469828,0.000475226,0.000480662,0.000486131
MNE_PK_fo..pc,Montenegro,Pork,Per-capita food consumption [kg/p/year],MNE,PK,FO..PC,33.98960557,35.63167283,36.84629047,34.55048239,37.43981681,38.9825827,40.73844944,37.19282495,41.48253667,40.29522414,39.78646144,39.96714077,40.05686143,40.11961694,40.17630671,40.19746434,40.22154599,40.2376994,40.24604757,40.26934063,40.27442922
MNE_PS_fo..pc,Montenegro,Pulses,Per-capita food consumption [kg/p/year],MNE,PS,FO..PC,6.090167413,5.781289439,6.52153798,6.805997251,7.003699243,7.208022804,7.419102152,7.63748318,7.863369954,8.097521017,8.163366376,8.252189383,8.337709428,8.425273306,8.509824974,8.593918543,8.676626159,8.759151315,8.839853948,8.919239884,8.997723778
MNE_PT_fo..pc,Montenegro,Poultry,Per-capita food consumption [kg/p/year],MNE,PT,FO..PC,13.48230434,12.78630646,14.06784346,14.60020361,14.87635275,17.19544519,16.28007629,17.28424641,18.6330993,19.16247646,19.63886231,20.03925816,20.46911561,20.94713775,21.41705011,21.90375409,22.39773268,22.89641703,23.4112965,23.93157549,24.46168848
MNE_RI_fo..pc,Montenegro,Rice,Per-capita food consumption [kg/p/year],MNE,RI,FO..PC,0.000144165,0.000143893,0.000143681,0.000143519,0.000143387,0.000143271,0.000143172,0.000143093,0.000143034,0.000143004,0.000144304,0.000145719,0.000147216,0.000148623,0.000149996,0.000151391,0.000152778,0.000154171,0.000155574,0.000156987,0.000158378
MNE_RT_fo..pc,Montenegro,Roots tubers,Per-capita food consumption [kg/p/year],MNE,RT,FO..PC,22.7348096,19.99469185,22.75434047,23.63760479,24.52097382,25.43926667,26.39350777,27.38620949,28.41870666,29.49437268,29.72661415,30.02683793,30.33349928,30.64653765,30.95264699,31.26050346,31.56076071,31.86617252,32.16195007,32.45991789,32.74719186
MNE_SH_fo..pc,Montenegro,Sheep,Per-capita food consumption [kg/p/year],MNE,SH,FO..PC,0.000129748,0.000129503,0.000129313,0.000129167,0.000129048,0.000128944,0.000128855,0.000128784,0.000128731,0.000128703,0.000129327,0.000128459,0.000128225,0.000127967,0.000127567,0.000127179,0.00012676,0.00012641,0.000126107,0.000125781,0.000125496
MNE_SU_fo..pc,Montenegro,Sugar,Per-capita food consumption [kg/p/year],MNE,SU,FO..PC,22.42580008,22.38331088,23.94689589,23.91985913,23.89775541,23.878583,23.86198267,23.84889258,23.83907692,23.83392595,23.87747449,23.97465861,24.10003531,24.19910147,24.28504811,24.37760272,24.48450264,24.57892999,24.65883758,24.7392361,24.81587186
MNE_VL_fo..pc,Montenegro,Vegetable oils,Per-capita food consumption [kg/p/year],MNE,VL,FO..PC,0.00057666,0.000575571,0.000574726,0.000574077,0.000573546,0.000573086,0.000572688,0.000572373,0.000572138,0.000572014,0.000573264,0.000579799,0.000587401,0.000595167,0.000602355,0.000609216,0.000616287,0.000623364,0.000630387,0.000637362,0.000644266
MNE_WT_fo..pc,Montenegro,Wheat,Per-capita food consumption [kg/p/year],MNE,WT,FO..PC,0.000144165,0.000143893,0.000143681,0.000143519,0.000143387,0.000143271,0.000143172,0.000143093,0.000143034,0.000143004,0.000141626,0.000141674,0.000141721,0.000141692,0.000141636,0.000141566,0.000141494,0.000141414,0.000141333,0.000141236,0.000141139
MNG_BT_fo..pc,Mongolia,Butter,Per-capita food consumption [kg/p/year],MNG,BT,FO..PC,0.281667998,0.285023493,0.33856555,0.413229631,0.385239421,0.409892656,0.4261085,0.425276377,0.422196115,0.419424417,0.42567448,0.428180023,0.43152374,0.435881607,0.439012847,0.442390284,0.445921668,0.449624343,0.453534581,0.457637696,0.46194262
MNG_BV_fo..pc,Mongolia,Beef and Veal,Per-capita food consumption [kg/p/year],MNG,BV,FO..PC,12.26951549,13.58445812,14.85054821,13.82893734,13.0435898,21.73687425,21.12626126,21.60371479,18.98232815,18.65933325,18.99505231,19.3328336,19.72699202,20.14769787,20.51988139,20.89093688,21.26955353,21.65279505,22.05943127,22.48118807,22.91931422
MNG_EG_fo..pc,Mongolia,Eggs,Per-capita food consumption [kg/p/year],MNG,EG,FO..PC,1.107772882,1.409008617,1.128551835,1.235576116,1.384112159,1.893259308,2.202221218,1.761580587,1.735552772,1.711175821,1.716480638,1.722104714,1.731383836,1.74311416,1.750490321,1.757871328,1.765991896,1.774219188,1.783577822,1.793439933,1.803769222
MNG_FH_fo..pc,Mongolia,Fish,Per-capita food consumption [kg/p/year],MNG,FH,FO..PC,0.560374346,0.792464773,1.028526153,0.812732524,0.78626208,0.486486526,0.496304655,0.49079485,0.595259178,0.622252308,0.629203898,0.626735878,0.636569941,0.646727046,0.65317293,0.659305133,0.663424269,0.670694492,0.678172433,0.685798671,0.692596353
MNG_MA_fo..pc,Mongolia,Maize,Per-capita food consumption [kg/p/year],MNG,MA,FO..PC,1.84321611,1.810599611,1.776687398,1.742702561,1.710047145,1.679612587,1.651583335,1.625674222,1.601654459,1.579158196,1.594421065,1.602416115,1.610644023,1.61957055,1.62685312,1.634308674,1.642025675,1.650013681,1.658320444,1.666689349,1.675610598
MNG_MK_fo..pc,Mongolia,Milk,Per-capita food consumption [kg/p/year],MNG,MK,FO..PC,11.85754712,15.84858767,16.97768747,18.46593563,19.96509802,21.78075931,21.41476725,22.14370638,21.86332125,21.57733445,21.86966529,22.15967286,22.48924502,22.85595571,23.17247111,23.49827557,23.83598507,24.18274454,24.54411081,24.91654726,25.30040266
MNG_OCG_fo..pc,Mongolia,Other Coarse Grains,Per-capita food consumption [kg/p/year],MNG,OCG,FO..PC,0.000199067,0.000195545,0.000191882,0.000188212,0.000184685,0.000181398,0.000178371,0.000175573,0.000172979,0.000170549,0.000170148,0.000169677,0.000169266,0.000168916,0.000168411,0.000167928,0.000167475,0.000167047,0.000166647,0.00016627,0.000165913
MNG_OOS_fo..pc,Mongolia,Other Oilseeds,Per-capita food consumption [kg/p/year],MNG,OOS,FO..PC,0.3317789,0.32590793,0.319803732,0.376423753,0.369370183,0.362796319,0.356742,0.351145632,0.345957363,0.34109817,0.339658143,0.336845821,0.3346991,0.332891575,0.330556933,0.328333854,0.326202372,0.324184089,0.322202008,0.320261263,0.318353656
MNG_PK_fo..pc,Mongolia,Pork,Per-capita food consumption [kg/p/year],MNG,PK,FO..PC,0.110592967,0.062864018,0.114560803,0.715483963,0.227641476,0.810245112,0.756821547,1.062280564,1.190349594,0.274141863,0.272484304,0.273178451,0.274022725,0.275259106,0.275781391,0.276222534,0.276764861,0.27733067,0.278048481,0.27894358,0.279903058
MNG_PS_fo..pc,Mongolia,Pulses,Per-capita food consumption [kg/p/year],MNG,PS,FO..PC,0.457486238,0.502260332,0.602652365,0.505732283,0.500389519,0.495577927,0.49136706,0.487687674,0.484484402,0.481658606,0.481914956,0.482164703,0.482323832,0.482819547,0.482686015,0.482639987,0.482707643,0.482800297,0.482983381,0.483189196,0.483424593
MNG_PT_fo..pc,Mongolia,Poultry,Per-capita food consumption [kg/p/year],MNG,PT,FO..PC,1.601828528,2.001400598,1.995895089,2.715897379,3.193820852,1.953355846,2.427926597,2.963376513,3.612083169,3.811203557,3.829047646,3.847733425,3.874400911,3.910468462,3.935549388,3.960871502,3.987349486,4.013440289,4.042716673,4.073286974,4.105257522
MNG_RI_fo..pc,Mongolia,Rice,Per-capita food consumption [kg/p/year],MNG,RI,FO..PC,9.404088592,6.775263744,9.28496834,8.678658752,9.083770434,8.490508811,8.515563673,9.69812214,10.43372171,11.22149814,11.30581784,11.3384367,11.37416516,11.41395864,11.44119377,11.46975442,11.49974925,11.53103889,11.56301203,11.59869732,11.62960493
MNG_RT_fo..pc,Mongolia,Roots tubers,Per-capita food consumption [kg/p/year],MNG,RT,FO..PC,10.34117966,10.58753332,10.38758054,10.22991554,10.35073464,10.48349573,10.63037143,10.79063611,10.96378047,11.14821732,11.22535279,11.34856398,11.47578756,11.61100908,11.73557811,11.86287924,11.99252384,12.12558633,12.26075886,12.39919627,12.5392036
MNG_SH_fo..pc,Mongolia,Sheep,Per-capita food consumption [kg/p/year],MNG,SH,FO..PC,41.9514512,40.49797119,39.52006593,49.10698808,46.73979519,66.78536034,57.39830142,60.70986094,60.54253855,60.26067676,60.84058501,61.33335906,61.97231358,62.60855889,63.23862323,63.86857389,64.52438615,65.17666735,65.86753199,66.57417383,67.29635984
MNG_SU_fo..pc,Mongolia,Sugar,Per-capita food consumption [kg/p/year],MNG,SU,FO..PC,9.58472377,9.415117976,9.594111947,9.75913434,9.91827344,10.07767552,10.57013334,11.05458471,10.57091943,10.73827573,10.78608076,10.81722279,10.85977921,10.91480368,10.93506357,10.95881373,10.98749141,11.01687343,11.04633059,11.07801068,11.11088441
MNG_VL_fo..pc,Mongolia,Vegetable oils,Per-capita food consumption [kg/p/year],MNG,VL,FO..PC,2.603160394,2.511191279,5.851261959,6.740292219,7.913458639,9.155786457,12.07439842,18.00789211,18.41999254,18.78174994,20.04560574,20.35522076,20.70264088,21.09666074,21.43757501,21.78614647,22.15016307,22.5287428,22.92274779,23.33324952,23.76069958
MNG_WT_fo..pc,Mongolia,Wheat,Per-capita food consumption [kg/p/year],MNG,WT,FO..PC,128.7147301,128.4146047,128.2036306,127.7118659,128.0124192,127.4903216,127.8325501,127.452859,128.1323567,128.2276455,127.7435019,127.2662264,126.881986,126.5994561,126.239504,125.9146849,125.6242268,125.3718472,125.160078,124.9908174,124.8680435
MOZ_BT_fo..pc,Mozambique,Butter,Per-capita food consumption [kg/p/year],MOZ,BT,FO..PC,0.00655068,0.01726491,0.018246181,0.018536473,0.035461797,0.019813863,0.017308674,0.016144888,0.015690167,0.015250492,0.015147441,0.01489018,0.014542768,0.014499028,0.014549084,0.014625586,0.01471762,0.014828469,0.014959422,0.015109236,0.015280507
MOZ_BV_fo..pc,Mozambique,Beef and Veal,Per-capita food consumption [kg/p/year],MOZ,BV,FO..PC,0.253800313,0.453221755,0.398545673,0.394747428,0.481288246,0.307457602,0.425349381,0.421715259,0.420339255,0.410075866,0.407652133,0.404436424,0.400628858,0.403047451,0.408548088,0.415009239,0.421712659,0.429261735,0.43756764,0.44680345,0.457002227
MOZ_EG_fo..pc,Mozambique,Eggs,Per-capita food consumption [kg/p/year],MOZ,EG,FO..PC,0.927307491,1.175908942,1.711804231,1.433805574,1.713905379,1.780131107,1.49798868,1.5411548,1.540234611,1.544483879,1.534492054,1.517818625,1.503333923,1.510734437,1.528693419,1.548041917,1.56958677,1.592988011,1.618997466,1.64706702,1.678017767
MOZ_FH_fo..pc,Mozambique,Fish,Per-capita food consumption [kg/p/year],MOZ,FH,FO..PC,7.10503787,8.582547039,8.873311761,9.8471493,10.52816901,11.62403457,11.39238766,12.03496998,11.57524694,11.32880418,11.15486253,10.97918496,10.83225967,10.8494048,10.91867862,11.01492215,11.11690681,11.27284003,11.42681903,11.5698935,11.78290262
MOZ_MA_fo..pc,Mozambique,Maize,Per-capita food consumption [kg/p/year],MOZ,MA,FO..PC,53.55071837,55.12561358,55.15951093,51.69103495,53.31168571,51.52282673,54.00722405,53.27509672,54.057376,54.11883915,54.2445704,54.21602232,54.19911629,54.42614526,54.78453767,55.17130143,55.58146691,56.02779665,56.51348027,57.03758825,57.61048153
MOZ_MK_fo..pc,Mozambique,Milk,Per-capita food consumption [kg/p/year],MOZ,MK,FO..PC,2.367119565,2.294969588,2.29740815,2.265434717,2.178124192,2.111333841,2.053604403,2.146263653,2.065367803,2.011138764,2.022312786,2.010962606,2.001523947,2.026850693,2.064684085,2.106201446,2.150857196,2.199616545,2.252535613,2.309757283,2.371761979
MOZ_OCG_fo..pc,Mozambique,Other Coarse Grains,Per-capita food consumption [kg/p/year],MOZ,OCG,FO..PC,15.22601066,14.89022305,11.80893481,11.51532446,10.78554429,10.1900505,9.313396982,8.851050909,10.87274088,11.54979187,11.50100388,11.43121236,11.33650626,11.31398192,11.32165902,11.33409543,11.35444722,11.38328223,11.41940822,11.46378911,11.51629798
MOZ_OOS_fo..pc,Mozambique,Other Oilseeds,Per-capita food consumption [kg/p/year],MOZ,OOS,FO..PC,1.548777187,1.504212261,1.410077358,1.3493039,1.26133754,0.934286113,1.221666301,1.232404348,1.19769369,1.16413152,1.16107464,1.152740962,1.145676009,1.143619733,1.143962705,1.144812686,1.146114219,1.148064852,1.150489992,1.153593327,1.157389989
MOZ_PK_fo..pc,Mozambique,Pork,Per-capita food consumption [kg/p/year],MOZ,PK,FO..PC,3.222604232,3.63000837,3.840196093,3.996463529,4.512886683,3.443170988,3.482602252,3.431156076,3.339365495,3.25004227,3.318994336,3.344254855,3.360194142,3.419454648,3.498378844,3.583895415,3.675123751,3.77244914,3.87283633,3.985575164,4.101707065
MOZ_PS_fo..pc,Mozambique,Pulses,Per-capita food consumption [kg/p/year],MOZ,PS,FO..PC,11.21058039,13.24499468,14.37327845,13.68929863,13.6968542,13.7056867,13.71592482,13.72772591,13.74131715,13.756941,13.8060571,13.80127949,13.75867455,13.79274373,13.83078545,13.87560868,13.92559618,13.97659217,14.03455093,14.09567767,14.16547466
MOZ_PT_fo..pc,Mozambique,Poultry,Per-capita food consumption [kg/p/year],MOZ,PT,FO..PC,1.68890703,3.684878239,4.269606437,2.643104304,3.190238819,3.520323671,3.348416673,3.54353663,3.530788812,3.492881684,3.55856069,3.596273364,3.625499349,3.700132897,3.799493799,3.900864689,4.00397708,4.110880707,4.22256863,4.338859583,4.460752426
MOZ_RI_fo..pc,Mozambique,Rice,Per-capita food consumption [kg/p/year],MOZ,RI,FO..PC,18.31241882,21.04830493,22.14912328,22.78146122,24.62093837,25.28745506,26.64475709,26.90142796,27.24756092,27.16240338,27.98810498,28.34921586,28.58287681,28.88938577,29.53613072,30.19128417,30.8774879,31.60888736,32.37957089,33.19735163,34.05548784
MOZ_RT_fo..pc,Mozambique,Roots tubers,Per-capita food consumption [kg/p/year],MOZ,RT,FO..PC,72.1999426,72.29277743,76.41224236,75.92198781,76.39121313,76.86024518,77.32994628,77.80135744,78.27593641,78.75525347,78.32958669,78.20380989,78.51127145,78.75871359,79.3584058,80.02260137,80.73493413,81.59892347,82.55123412,83.63599766,84.89098903
MOZ_SH_fo..pc,Mozambique,Sheep,Per-capita food consumption [kg/p/year],MOZ,SH,FO..PC,0.752619451,0.747419528,0.793492739,0.793047049,0.806654829,0.798894953,0.813916963,0.826867683,0.827428671,0.803955646,0.805554766,0.79958847,0.794157521,0.801517605,0.814857606,0.829438741,0.844959938,0.862473568,0.881238936,0.901455568,0.92341657
MOZ_SU_fo..pc,Mozambique,Sugar,Per-capita food consumption [kg/p/year],MOZ,SU,FO..PC,7.018585624,6.215163542,6.231353291,6.695827919,6.908619554,7.140130784,7.631080331,8.089298505,8.189025739,8.532637753,8.67916378,8.797669329,8.907867486,9.132103619,9.425259038,9.746073281,10.10491869,10.48180585,10.87428297,11.2983531,11.75175489
MOZ_VL_fo..pc,Mozambique,Vegetable oils,Per-capita food consumption [kg/p/year],MOZ,VL,FO..PC,3.154913421,6.144934013,8.339405814,6.250722761,8.532466249,7.379741007,5.786060204,5.783586232,5.451183924,5.276108212,5.908234383,5.911607404,5.907437395,5.993521582,6.115210434,6.238527267,6.371291631,6.512000313,6.660320621,6.817279623,6.982579269
MOZ_WT_fo..pc,Mozambique,Wheat,Per-capita food consumption [kg/p/year],MOZ,WT,FO..PC,17.55059264,20.77067558,20.4720597,21.63429567,21.68130605,23.65453928,21.30069891,21.84447155,21.33633461,20.56746969,20.67048421,20.75892922,20.82311006,20.96785749,21.17786933,21.39952866,21.63320724,21.88251497,22.14733284,22.42810708,22.72819862
MRT_BT_fo..pc,Mauritania,Butter,Per-capita food consumption [kg/p/year],MRT,BT,FO..PC,0.605893882,0.647986138,0.498141237,0.431304286,0.427665907,0.410296548,0.394325244,0.379169729,0.369157477,0.359568001,0.362344514,0.358641869,0.359432338,0.358117836,0.356418087,0.355182684,0.353759388,0.352722109,0.352366921,0.352302793,0.352407647
MRT_BV_fo..pc,Mauritania,Beef and Veal,Per-capita food consumption [kg/p/year],MRT,BV,FO..PC,5.022990489,5.094370723,5.183331883,5.263610136,5.009818203,4.986633298,5.070706438,4.730979437,4.641979063,4.521395977,4.402413642,4.312885789,4.266752087,4.19814572,4.119461084,4.047710807,3.983363903,3.920003289,3.851851186,3.78342993,3.720746225
MRT_EG_fo..pc,Mauritania,Eggs,Per-capita food consumption [kg/p/year],MRT,EG,FO..PC,1.074730443,1.056920995,1.075648126,1.123717155,1.025306365,0.936016351,0.885719355,0.88086248,0.891903753,0.865392485,0.872536481,0.88135319,0.901070775,0.914445843,0.927225578,0.940344984,0.954042398,0.968247952,0.982628214,0.998898614,1.015581612
MRT_FH_fo..pc,Mauritania,Fish,Per-capita food consumption [kg/p/year],MRT,FH,FO..PC,7.53338315,7.416033329,6.862858635,4.991914902,8.48578979,8.281705936,8.202496589,8.879024308,9.108096485,9.341160809,8.744958045,8.768909179,8.858358971,8.831978553,8.802787907,8.728654432,8.617034714,8.592837815,8.566852053,8.538384993,8.491701835
MRT_MA_fo..pc,Mauritania,Maize,Per-capita food consumption [kg/p/year],MRT,MA,FO..PC,4.95907658,4.572753986,4.438365319,4.307974653,4.183153292,4.136439555,3.952552567,3.84599367,3.458098083,4.076248217,4.017384656,3.961728597,3.933678276,3.901704823,3.871825069,3.842764097,3.814493694,3.787653345,3.761755551,3.73728403,3.713938808
