ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
YEM_EG_fo..pc,Yemen,Eggs,Per-capita food consumption [kg/p/year],YEM,EG,FO..PC,2.019981011,1.988396513,2.014811934,2.09907933,2.08673781,1.913491361,1.686067548,1.568675524,1.548965834,1.558363774,1.538874619,1.570248857,1.579765157,1.58137129,1.571125278,1.561258066,1.55271454,1.5448595,1.538135976,1.531982306,1.526153767
YEM_FH_fo..pc,Yemen,Fish,Per-capita food consumption [kg/p/year],YEM,FH,FO..PC,2.928446758,2.431810305,5.335600519,5.648646174,5.369963281,4.70381532,3.876570701,3.124725877,3.500613554,3.232073195,3.28599311,3.344022944,3.414990356,3.477903796,3.503617161,3.53699232,3.560086763,3.597979839,3.636027031,3.673967326,3.707148026
YEM_MA_fo..pc,Yemen,Maize,Per-capita food consumption [kg/p/year],YEM,MA,FO..PC,7.62492832,7.422005522,7.426745567,7.233252619,7.429611242,7.244705756,7.069260985,6.902552264,6.743838496,6.592295136,6.533998416,6.498802585,6.422418572,6.330035605,6.228355225,6.139674812,6.065992717,6.004541293,5.952761538,5.906529968,5.863383953
YEM_MK_fo..pc,Yemen,Milk,Per-capita food consumption [kg/p/year],YEM,MK,FO..PC,2.542434419,2.702864719,3.221479223,3.381659624,3.545859194,2.563940874,2.97209351,2.293549347,2.756141684,2.815534166,2.816930751,2.902582148,2.950460061,2.98567872,2.997768824,3.011432845,3.027423676,3.045158067,3.064789637,3.085612377,3.107283205
YEM_OCG_fo..pc,Yemen,Other Coarse Grains,Per-capita food consumption [kg/p/year],YEM,OCG,FO..PC,20.2484322,15.16564242,18.06506762,16.06956097,13.67811509,10.06829341,7.758070562,11.85824037,8.715123702,6.997983965,6.914602457,6.862731464,6.771811059,6.664336193,6.548213092,6.445057675,6.356307314,6.279375009,6.21155301,6.149265021,6.089868802
YEM_OOS_fo..pc,Yemen,Other Oilseeds,Per-capita food consumption [kg/p/year],YEM,OOS,FO..PC,1.2281E-17,1.19542E-17,1.16385E-17,1.13353E-17,1.1046E-17,1.0771E-17,1.05102E-17,1.02623E-17,1.00264E-17,9.80107E-18,9.72776E-18,9.6885E-18,9.59369E-18,9.47566E-18,9.32445E-18,9.19143E-18,9.07805E-18,8.98132E-18,8.89564E-18,8.8164E-18,8.74011E-18
YEM_PK_fo..pc,Yemen,Pork,Per-capita food consumption [kg/p/year],YEM,PK,FO..PC,0.004710511,0.003859443,0.003211566,0.00322173,0.002072671,0.001010544,0.000986071,0.000962818,0.000940679,0.000919541,0.000901803,0.000915015,0.000917676,0.000916894,0.000907263,0.000897867,0.000888597,0.000879451,0.000870486,0.000861805,0.000853473
YEM_PS_fo..pc,Yemen,Pulses,Per-capita food consumption [kg/p/year],YEM,PS,FO..PC,6.67477753,5.335844703,5.841567457,6.001093324,5.997273929,5.999186527,6.005227258,6.015184508,6.028791001,6.04565733,6.087189788,6.192995846,6.270422986,6.341287578,6.394174699,6.449586034,6.508503857,6.569283042,6.632577397,6.697199534,6.763145992
YEM_PT_fo..pc,Yemen,Poultry,Per-capita food consumption [kg/p/year],YEM,PT,FO..PC,9.671916577,9.022115692,9.440762546,10.21889689,9.942431497,7.844578538,8.178341028,7.890477402,7.417869591,6.843593427,6.853821661,7.085780261,7.243387987,7.379949964,7.455353892,7.534189254,7.616429329,7.701982863,7.791751454,7.885552502,7.983474122
YEM_RI_fo..pc,Yemen,Rice,Per-capita food consumption [kg/p/year],YEM,RI,FO..PC,14.80247668,14.72983173,15.51582035,15.68703646,15.53465797,15.00704388,11.8908595,12.56618489,13.83351486,13.6916899,13.72936008,13.92604152,14.0915571,14.25096061,14.36577575,14.47658813,14.58062699,14.67966455,14.77554781,14.8706987,14.96686777
YEM_RT_fo..pc,Yemen,Roots tubers,Per-capita food consumption [kg/p/year],YEM,RT,FO..PC,2.368472179,2.075192744,2.265358121,2.102603135,2.09808939,2.097099255,2.097551279,2.099368188,2.102453533,2.10666861,2.085987075,2.085666495,2.075160639,2.061326834,2.0415975,2.023453774,2.006840989,1.991867906,1.977711992,1.964385171,1.951036117
YEM_SH_fo..pc,Yemen,Sheep,Per-capita food consumption [kg/p/year],YEM,SH,FO..PC,2.704905197,3.198067959,3.579627132,4.126906867,4.683466905,4.327730867,3.888659083,3.762708671,3.641672788,3.559839374,3.554608652,3.630913416,3.674076962,3.702636695,3.699238881,3.69925262,3.702376782,3.709975342,3.720839725,3.733176625,3.747242634
YEM_SU_fo..pc,Yemen,Sugar,Per-capita food consumption [kg/p/year],YEM,SU,FO..PC,22.32409925,22.10108618,22.03936928,21.9734485,21.94592859,20.99107052,21.96908799,21.59259939,20.92319123,20.45301824,20.51745145,21.18055781,21.65047915,22.04090179,22.25818642,22.48225043,22.71904348,22.95186357,23.17880241,23.41090267,23.64506647
YEM_VL_fo..pc,Yemen,Vegetable oils,Per-capita food consumption [kg/p/year],YEM,VL,FO..PC,11.30406518,9.616510109,9.589807803,9.250495234,11.5113971,9.583089533,9.865179917,9.766398047,9.20182456,8.999794067,9.027964821,9.286293991,9.441274331,9.560706348,9.5991779,9.639035936,9.687668105,9.742075753,9.800939162,9.862362298,9.924354555
YEM_WT_fo..pc,Yemen,Wheat,Per-capita food consumption [kg/p/year],YEM,WT,FO..PC,114.3739248,114.2164183,114.4120263,114.1680954,114.3017114,114.4291986,114.1957544,115.0425377,114.1264976,114.0974158,113.5604111,114.0216524,114.0235123,113.8495822,113.4011429,112.9800177,112.6073494,112.2714183,111.9665554,111.6766867,111.4010747
ZAF_BT_fo..pc,South Africa,Butter,Per-capita food consumption [kg/p/year],ZAF,BT,FO..PC,0.356326833,0.367311685,0.433939144,0.408035394,0.27827502,0.381270233,0.398785066,0.414117444,0.494587416,0.456548436,0.469181937,0.474075964,0.479425492,0.485271202,0.491195654,0.497573864,0.504112051,0.510836234,0.517712835,0.52468441,0.531735877
ZAF_BV_fo..pc,South Africa,Beef and Veal,Per-capita food consumption [kg/p/year],ZAF,BV,FO..PC,12.10281217,11.71929582,11.63497302,12.37178788,12.58496714,13.09907819,13.13169675,12.06683031,11.75045721,11.1421633,11.3993585,11.68957606,11.97056514,12.24232176,12.51709751,12.79153234,13.05518098,13.31957035,13.58257572,13.84531737,14.10658878
ZAF_EG_fo..pc,South Africa,Eggs,Per-capita food consumption [kg/p/year],ZAF,EG,FO..PC,5.856584357,6.418794181,6.735511872,6.578019662,6.376862449,7.340323892,6.676345064,5.969087745,6.026451165,6.069135809,6.083876601,6.093181093,6.110758404,6.129424437,6.153456481,6.176235204,6.201256064,6.225396914,6.251787469,6.278659459,6.305667671
ZAF_FH_fo..pc,South Africa,Fish,Per-capita food consumption [kg/p/year],ZAF,FH,FO..PC,5.853419521,5.639848832,7.393876233,6.263812592,7.196528122,6.560131509,6.08682366,6.22002446,7.540461259,7.395818642,6.994070625,6.954703543,7.120222124,7.134511636,7.139359706,7.139955109,7.100438527,7.09996584,7.09585804,7.088653568,7.070887501
ZAF_MA_fo..pc,South Africa,Maize,Per-capita food consumption [kg/p/year],ZAF,MA,FO..PC,90.01568217,89.79415082,89.97426629,89.52024562,89.15865526,89.37570002,90.91670004,90.66239214,90.00377531,90.2371699,89.91285041,89.48642209,89.11415639,88.73766717,88.37891333,88.01600616,87.6516706,87.28865828,86.92788669,86.5648047,86.20659415
ZAF_MK_fo..pc,South Africa,Milk,Per-capita food consumption [kg/p/year],ZAF,MK,FO..PC,5.339864113,5.244042348,5.488399327,5.105636868,5.179424622,5.552166665,5.473733959,4.797918748,4.965702697,4.897531557,4.912065268,4.917074304,4.923863954,4.932297968,4.940917454,4.950105726,4.959437548,4.96915974,4.979557363,4.989900663,5.00030617
ZAF_OCG_fo..pc,South Africa,Other Coarse Grains,Per-capita food consumption [kg/p/year],ZAF,OCG,FO..PC,2.989627133,2.933333086,2.729877405,2.867029143,2.702910321,2.685909158,2.768894768,2.608169809,2.646169938,2.610634405,2.582430524,2.555388134,2.529913536,2.503544997,2.478398367,2.45369325,2.429307045,2.40523315,2.381343853,2.357679261,2.334118181
ZAF_OOS_fo..pc,South Africa,Other Oilseeds,Per-capita food consumption [kg/p/year],ZAF,OOS,FO..PC,1.439264971,1.571765676,1.227663992,1.254514945,1.346215227,1.651184206,1.614625312,1.655372134,1.427286628,1.449958812,1.454735124,1.450876751,1.45074539,1.451276745,1.450874045,1.451049241,1.451415837,1.452121707,1.452753821,1.453387803,1.454042737
ZAF_PK_fo..pc,South Africa,Pork,Per-capita food consumption [kg/p/year],ZAF,PK,FO..PC,3.609243239,3.67196117,3.747280934,3.602674106,3.451615019,3.613086785,3.542207011,3.474504242,3.792438762,3.780570581,3.792599504,3.84898879,3.89431755,3.940435603,3.989992397,4.03817966,4.088456611,4.139214536,4.190552151,4.244655573,4.29821862
ZAF_PS_fo..pc,South Africa,Pulses,Per-capita food consumption [kg/p/year],ZAF,PS,FO..PC,3.03543704,2.742984246,2.792905392,2.27133937,2.198448323,2.14134497,2.087657832,2.036955623,1.988947555,1.943247058,1.919658466,1.900039637,1.879164342,1.860210428,1.840841818,1.82212309,1.804067859,1.78608019,1.768512596,1.751067275,1.733900166
ZAF_PT_fo..pc,South Africa,Poultry,Per-capita food consumption [kg/p/year],ZAF,PT,FO..PC,29.15403109,30.52146571,31.06690678,33.64167849,34.88123191,34.69453147,34.72121376,34.12918115,35.54091094,34.99734749,35.3007824,35.5927551,35.88360592,36.17546516,36.47158383,36.76203436,37.04643688,37.3294864,37.61540646,37.89733295,38.17953435
ZAF_RI_fo..pc,South Africa,Rice,Per-capita food consumption [kg/p/year],ZAF,RI,FO..PC,13.19623211,14.54790385,17.27172137,18.60661668,15.9050208,15.8280446,15.60197493,15.80828552,16.01265279,15.87874708,16.02973062,16.19640666,16.36749982,16.53172428,16.6978619,16.86837101,17.04049856,17.21552097,17.39331122,17.57423106,17.75445016
ZAF_RT_fo..pc,South Africa,Roots tubers,Per-capita food consumption [kg/p/year],ZAF,RT,FO..PC,6.53817098,6.596973063,6.564245138,6.059229867,6.030845205,5.978338564,5.96030342,5.94110035,5.93556243,5.942420093,5.968144487,6.005287366,6.043747807,6.085065484,6.126924442,6.169539004,6.211653554,6.255129786,6.297595883,6.341061578,6.38306505
ZAF_SH_fo..pc,South Africa,Sheep,Per-capita food consumption [kg/p/year],ZAF,SH,FO..PC,3.053372603,2.814110345,2.91957947,3.226129916,3.34722109,3.066768646,3.024209061,2.740393036,2.690995587,2.64892347,2.646521542,2.634789178,2.631871931,2.627168237,2.623894346,2.620300114,2.61732778,2.614066866,2.6118942,2.610660808,2.610148581
ZAF_SU_fo..pc,South Africa,Sugar,Per-capita food consumption [kg/p/year],ZAF,SU,FO..PC,35.28180387,36.66037343,36.83142925,35.76516989,33.92032591,34.90608195,37.41823433,30.80196855,29.61754013,29.27748563,29.25781951,29.26851453,29.28487274,29.27239183,29.25852649,29.25570942,29.27267623,29.27771573,29.26782493,29.26200875,29.25532479
ZAF_VL_fo..pc,South Africa,Vegetable oils,Per-capita food consumption [kg/p/year],ZAF,VL,FO..PC,11.73459267,12.45180514,11.0115477,11.87872184,11.62927823,12.81545472,13.24174126,13.2599007,14.16483925,13.82682565,13.78053474,13.85918368,13.97260847,14.09370625,14.21372205,14.32720482,14.44899462,14.57399904,14.7016447,14.83212911,14.96480952
ZAF_WT_fo..pc,South Africa,Wheat,Per-capita food consumption [kg/p/year],ZAF,WT,FO..PC,57.05980254,58.6537864,56.74582737,58.05406359,56.99406508,56.81484808,56.4011239,56.40764909,56.60928068,56.82015069,56.90746088,57.01801912,57.13234675,57.24551457,57.3634954,57.4765175,57.59194565,57.70511788,57.81872448,57.93086295,58.0419382
ZMB_BT_fo..pc,Zambia,Butter,Per-capita food consumption [kg/p/year],ZMB,BT,FO..PC,0.005559553,7.01028E-05,0.011496648,0.024153298,0.022533807,0.028632497,0.027182773,0.026090826,0.025327702,0.024590115,0.024108664,0.023533246,0.022814757,0.022219337,0.021615001,0.021034167,0.02045906,0.019893225,0.019337183,0.018788199,0.018248435
ZMB_BV_fo..pc,Zambia,Beef and Veal,Per-capita food consumption [kg/p/year],ZMB,BV,FO..PC,7.77604634,7.588247641,7.711033297,9.162236936,9.354186457,7.029613306,6.725174672,8.579745949,8.190024666,7.873788028,7.726208329,7.611581957,7.484345031,7.35514442,7.227791101,7.107430294,6.980837668,6.857627188,6.735446608,6.616098576,6.499036795
ZMB_EG_fo..pc,Zambia,Eggs,Per-capita food consumption [kg/p/year],ZMB,EG,FO..PC,3.136366164,3.294833817,3.331774832,3.223710763,2.694093642,2.512987585,2.385516275,2.347595314,2.363953496,2.395012907,2.34880147,2.307010199,2.268151185,2.226527819,2.184176732,2.141127507,2.098365812,2.055271369,2.012668926,1.969707284,1.927224041
ZMB_FH_fo..pc,Zambia,Fish,Per-capita food consumption [kg/p/year],ZMB,FH,FO..PC,6.619456747,6.343219317,7.805116214,8.817311246,10.42040158,12.01927451,11.42779126,11.36879854,12.74760409,11.74584697,11.41620289,11.15772178,10.92726295,10.69108296,10.43069515,10.18631346,9.937007712,9.724466821,9.497893842,9.251146765,9.048232011
ZMB_MA_fo..pc,Zambia,Maize,Per-capita food consumption [kg/p/year],ZMB,MA,FO..PC,118.4335067,123.5695877,124.0134607,124.1387142,124.3981999,124.0980848,124.5002934,124.7597797,124.6871395,124.6877164,124.4363069,124.0793371,123.7347265,123.2741256,122.7748886,122.2520632,121.6878032,121.1030469,120.4968262,119.8589604,119.202429
ZMB_MK_fo..pc,Zambia,Milk,Per-capita food consumption [kg/p/year],ZMB,MK,FO..PC,3.123467436,3.028212665,3.059883124,3.203905032,2.951287919,2.690635503,2.559280999,2.586204068,2.598382018,2.349642357,2.332197045,2.302867117,2.275163329,2.250593195,2.222574039,2.194800085,2.166420197,2.138153546,2.109760152,2.081095508,2.052305455
ZMB_OCG_fo..pc,Zambia,Other Coarse Grains,Per-capita food consumption [kg/p/year],ZMB,OCG,FO..PC,5.200013527,3.673554635,2.729628113,2.356818132,2.487768107,2.322297951,2.494086297,2.761378182,2.425346637,1.677606039,1.663287078,1.649319258,1.631620875,1.615550204,1.599566287,1.583326417,1.567197269,1.551170918,1.534997869,1.518721583,1.502232374
ZMB_OOS_fo..pc,Zambia,Other Oilseeds,Per-capita food consumption [kg/p/year],ZMB,OOS,FO..PC,1.407904668,1.366972319,1.326504123,1.286824801,1.248291359,1.211106558,1.175279809,1.140714703,1.107350195,1.075102252,1.067636722,1.057489499,1.048416241,1.038289636,1.027628021,1.016833688,1.005813526,0.99469623,0.983283891,0.971705391,0.959921781
ZMB_PK_fo..pc,Zambia,Pork,Per-capita food consumption [kg/p/year],ZMB,PK,FO..PC,1.318119584,1.477880183,2.713045729,1.890028586,1.455376632,1.36988795,1.372567286,1.506107576,1.468734111,1.418640146,1.430035883,1.430829089,1.427051577,1.418585781,1.406996367,1.395320259,1.383014067,1.370057568,1.355233329,1.341652924,1.3260474
ZMB_PS_fo..pc,Zambia,Pulses,Per-capita food consumption [kg/p/year],ZMB,PS,FO..PC,1.571404175,1.766802057,1.789871674,1.75553563,1.754055837,1.752859192,1.752036599,1.751524282,1.751303172,1.751311275,1.749954573,1.745249146,1.735570522,1.726160966,1.712634396,1.698874439,1.684601232,1.669241177,1.653439642,1.636671737,1.619500183
ZMB_PT_fo..pc,Zambia,Poultry,Per-capita food consumption [kg/p/year],ZMB,PT,FO..PC,2.798700872,2.77834408,2.764113977,2.842625431,2.895837421,3.009467932,3.256273161,3.16134821,2.9249577,2.78871757,2.804479196,2.814352633,2.81631062,2.807718083,2.795048189,2.777901743,2.756028057,2.730786322,2.702707638,2.67154316,2.637788374
ZMB_RI_fo..pc,Zambia,Rice,Per-capita food consumption [kg/p/year],ZMB,RI,FO..PC,2.879978655,2.823090728,2.814297867,2.959531354,2.745232212,2.039230009,1.753451574,2.294828577,2.5738283,2.384204659,2.446045169,2.471798151,2.486024897,2.492888198,2.521768921,2.548735063,2.575485717,2.602920322,2.630236394,2.657742678,2.684545968
ZMB_RT_fo..pc,Zambia,Roots tubers,Per-capita food consumption [kg/p/year],ZMB,RT,FO..PC,28.33740499,24.50605867,23.65119056,23.49911345,22.71471019,21.96002209,21.23493191,20.53741683,19.86611503,19.21927104,19.03263213,18.95753662,18.9851305,18.89492391,18.83764731,18.78182601,18.72236557,18.68177489,18.64357972,18.61593156,18.60490138
ZMB_SH_fo..pc,Zambia,Sheep,Per-capita food consumption [kg/p/year],ZMB,SH,FO..PC,0.603810827,0.602344694,0.58904336,0.586925148,0.600346702,0.612368981,0.58866675,0.581673329,0.587761686,0.570645054,0.564398989,0.556295631,0.548444499,0.540707697,0.532915796,0.525114028,0.517060641,0.509344885,0.501451967,0.493451229,0.485448097
ZMB_SU_fo..pc,Zambia,Sugar,Per-capita food consumption [kg/p/year],ZMB,SU,FO..PC,10.46929349,10.8659467,10.40821281,11.15275754,13.76355332,10.80706453,10.60791637,10.47143526,10.22194675,10.14480531,10.18580787,10.25258082,10.3044833,10.31921729,10.3251556,10.33535545,10.35773095,10.36880499,10.36484311,10.35956437,10.34842615
ZMB_VL_fo..pc,Zambia,Vegetable oils,Per-capita food consumption [kg/p/year],ZMB,VL,FO..PC,2.623249481,3.580081175,3.881271316,5.780476632,6.588491332,6.827647723,8.669410501,8.766922159,10.11074967,9.849521207,10.8872032,10.81713296,10.72982444,10.63405781,10.51854655,10.38768662,10.25416504,10.11458398,9.967775667,9.814732655,9.654470755
ZMB_WT_fo..pc,Zambia,Wheat,Per-capita food consumption [kg/p/year],ZMB,WT,FO..PC,14.1328181,13.69360976,15.13761639,15.21684188,14.41677102,13.7262077,14.24232636,14.60811328,12.15275371,12.95667515,12.96519327,12.99015302,12.99817851,12.98541746,12.97691074,12.96536305,12.9501698,12.93261253,12.91167223,12.88663356,12.85837601
ZWE_BT_fo..pc,Zimbabwe,Butter,Per-capita food consumption [kg/p/year],ZWE,BT,FO..PC,0.163332256,0.169983985,0.1624144,0.159619985,0.149453798,0.145566394,0.141668648,0.137931833,0.134805458,0.131811,0.130570806,0.128817072,0.127032681,0.125248259,0.123406361,0.121642369,0.119851875,0.118063536,0.11627739,0.114475771,0.112671036
ZWE_BV_fo..pc,Zimbabwe,Beef and Veal,Per-capita food consumption [kg/p/year],ZWE,BV,FO..PC,5.844962723,6.208485202,6.139192928,5.981465007,2.679332423,2.66996865,2.883848617,3.149679458,3.01525518,2.901495418,2.866953393,2.829489106,2.791851099,2.748549827,2.706856445,2.665782695,2.621502846,2.578034336,2.534471678,2.491489265,2.44880404
ZWE_EG_fo..pc,Zimbabwe,Eggs,Per-capita food consumption [kg/p/year],ZWE,EG,FO..PC,1.728737525,1.601538588,1.630660532,1.585704654,1.574685135,1.274212911,1.233145711,1.242244875,1.234730315,1.212872209,1.200126273,1.184301162,1.169505948,1.153836408,1.139167096,1.124121298,1.109203363,1.093893893,1.079045148,1.06393917,1.049111847
ZWE_FH_fo..pc,Zimbabwe,Fish,Per-capita food consumption [kg/p/year],ZWE,FH,FO..PC,2.123178569,2.877115435,2.924524929,3.211120874,2.989802904,3.348466005,3.291259768,3.034918453,2.378202161,2.347035682,2.386045296,2.343904754,2.318423642,2.297436521,2.282059383,2.264676298,2.240309532,2.229496169,2.212465146,2.186438054,2.175026106
ZWE_MA_fo..pc,Zimbabwe,Maize,Per-capita food consumption [kg/p/year],ZWE,MA,FO..PC,92.65141233,92.18238812,92.50207868,91.20545788,89.57517061,81.4855572,97.04473314,91.38653636,91.44732256,91.98215162,91.80587607,91.57082315,91.36974859,91.13284388,90.89871353,90.65449891,90.38943038,90.11893272,89.84288414,89.5533771,89.25958868
ZWE_MK_fo..pc,Zimbabwe,Milk,Per-capita food consumption [kg/p/year],ZWE,MK,FO..PC,2.937435316,2.998576028,2.924036057,3.003526561,2.732201966,2.436697017,2.620471752,2.498870378,2.418607297,2.353765636,2.353430025,2.335455178,2.320147935,2.302439232,2.28445239,2.267864664,2.251158541,2.234742287,2.218106305,2.201145198,2.183890672
ZWE_OCG_fo..pc,Zimbabwe,Other Coarse Grains,Per-capita food consumption [kg/p/year],ZWE,OCG,FO..PC,9.852623381,10.88385318,10.85127226,10.98522805,10.82557101,9.653218276,6.204206327,8.776952207,8.883039978,7.120232503,7.08829538,7.057526321,7.025353531,6.98420374,6.946224396,6.907754354,6.86847375,6.829461057,6.789542517,6.749227197,6.707519511
ZWE_OOS_fo..pc,Zimbabwe,Other Oilseeds,Per-capita food consumption [kg/p/year],ZWE,OOS,FO..PC,2.00688978,1.968908756,1.925520679,1.88156292,1.837957286,1.795347024,1.753892542,1.713621537,1.674780446,1.637578239,1.658703896,1.663441109,1.676471351,1.686573804,1.695844903,1.705842778,1.715824015,1.726121866,1.73599587,1.745877821,1.755647266
ZWE_PK_fo..pc,Zimbabwe,Pork,Per-capita food consumption [kg/p/year],ZWE,PK,FO..PC,1.198382767,1.397462288,1.420287328,1.339027676,1.19286192,0.963095993,0.943780685,0.938420436,0.915400013,0.8963148,0.908932814,0.911219594,0.910922755,0.908993005,0.906168,0.903561794,0.900885385,0.898120663,0.894441162,0.891793815,0.888180858
