ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OUTPUT,0",countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
MHL_PS_fo..pc,Marshall Islands,Pulses,Per-capita food consumption [kg/p/year],MHL,PS,FO..PC,0.001716738,0.001712915,0.00170898,0.001704771,0.001701388,0.001698305,0.001696001,0.001694054,0.001692779,0.00169138,0.00171482,0.001742834,0.001770789,0.001800355,0.001828796,0.001857643,0.001887473,0.001916825,0.001946891,0.001976857,0.00200702
MHL_PT_fo..pc,Marshall Islands,Poultry,Per-capita food consumption [kg/p/year],MHL,PT,FO..PC,0.001545064,0.001541624,0.001538082,0.001534294,0.001531249,0.001528475,0.001526401,0.001524649,0.001523501,0.001522242,0.001546576,0.001572476,0.001602589,0.001635578,0.00166468,0.001692881,0.001720716,0.00174617,0.001773026,0.001799216,0.001824504
MHL_RI_fo..pc,Marshall Islands,Rice,Per-capita food consumption [kg/p/year],MHL,RI,FO..PC,0.001716738,0.001712915,0.00170898,0.001704771,0.001701388,0.001698305,0.001696001,0.001694054,0.001692779,0.00169138,0.001673819,0.00166656,0.001656692,0.001646351,0.001634079,0.001622159,0.001609992,0.001597579,0.001585336,0.001573091,0.001560162
MHL_RT_fo..pc,Marshall Islands,Roots tubers,Per-capita food consumption [kg/p/year],MHL,RT,FO..PC,0.001716738,0.001712915,0.00170898,0.001704771,0.001701388,0.001698305,0.001696001,0.001694054,0.001692779,0.00169138,0.001728082,0.001717346,0.001726087,0.001724568,0.00172556,0.001725793,0.00172551,0.001725435,0.001724555,0.001723568,0.001722437
MHL_SH_fo..pc,Marshall Islands,Sheep,Per-capita food consumption [kg/p/year],MHL,SH,FO..PC,0.001545064,0.001541624,0.001538082,0.001534294,0.001531249,0.001528475,0.001526401,0.001524649,0.001523501,0.001522242,0.001538871,0.001536711,0.001546146,0.001548804,0.001546929,0.001541783,0.001535808,0.001526664,0.001517353,0.001507465,0.001497347
MHL_SU_fo..pc,Marshall Islands,Sugar,Per-capita food consumption [kg/p/year],MHL,SU,FO..PC,0.001716738,0.001712915,0.00170898,0.001704771,0.001701388,0.001698305,0.001696001,0.001694054,0.001692779,0.00169138,0.001714311,0.001750117,0.001776812,0.001802936,0.001823839,0.00184475,0.0018635,0.001878601,0.001893314,0.001906977,0.001920562
MHL_VL_fo..pc,Marshall Islands,Vegetable oils,Per-capita food consumption [kg/p/year],MHL,VL,FO..PC,47.85503169,47.74846806,47.63876129,47.52145237,47.42712497,47.3412089,47.27697416,47.22269377,47.18716513,47.14814736,46.72709868,46.6364197,46.70030311,46.75497594,46.69797418,46.57794351,46.46220719,46.32005148,46.16409498,45.9903975,45.7962116
MHL_WT_fo..pc,Marshall Islands,Wheat,Per-capita food consumption [kg/p/year],MHL,WT,FO..PC,0.001716738,0.001712915,0.00170898,0.001704771,0.001701388,0.001698305,0.001696001,0.001694054,0.001692779,0.00169138,0.001680968,0.001678483,0.001672929,0.001667498,0.001661098,0.001654107,0.001646929,0.001639149,0.001631211,0.001622794,0.001614111
MKD_BT_fo..pc,The former Yugoslav Republic of Macedonia,Butter,Per-capita food consumption [kg/p/year],MKD,BT,FO..PC,3.459151517,3.429867841,3.141218547,3.135268912,3.170163889,3.167880692,3.084749819,3.08425674,3.209513781,3.099601332,3.165997005,3.169163023,3.174999239,3.184042539,3.194191257,3.206097038,3.218068495,3.230342258,3.242713598,3.254768919,3.266501099
MKD_BV_fo..pc,The former Yugoslav Republic of Macedonia,Beef and Veal,Per-capita food consumption [kg/p/year],MKD,BV,FO..PC,5.767699319,4.899432066,4.117913314,4.299673486,4.806172548,5.448014159,5.40100293,5.398289365,5.746573995,6.44073004,6.47731903,6.499316013,6.535502698,6.567314033,6.595751497,6.619904776,6.639527703,6.659708651,6.683038063,6.706747508,6.732244854
MKD_EG_fo..pc,The former Yugoslav Republic of Macedonia,Eggs,Per-capita food consumption [kg/p/year],MKD,EG,FO..PC,9.089025645,8.010584697,6.412618062,5.782037106,5.668117861,4.796761201,4.383567315,4.777336577,4.537808572,4.429675976,4.511243659,4.588262293,4.671373086,4.756029934,4.848479119,4.942229826,5.038853972,5.136918849,5.238542085,5.342082217,5.447352334
MKD_FH_fo..pc,The former Yugoslav Republic of Macedonia,Fish,Per-capita food consumption [kg/p/year],MKD,FH,FO..PC,5.64529034,5.808136836,5.269300015,5.606713514,6.150538191,6.442646539,6.304943684,6.207874952,6.50444974,7.048576746,7.731905769,7.674681284,7.781230057,7.883849379,7.961987974,8.022576654,8.054987738,8.119020553,8.191570704,8.260610912,8.324744285
MKD_MA_fo..pc,The former Yugoslav Republic of Macedonia,Maize,Per-capita food consumption [kg/p/year],MKD,MA,FO..PC,22.21429147,22.19666864,22.17897976,22.16078211,22.14204963,22.12274356,22.10256879,22.08183814,22.06181021,22.04416531,22.22663744,22.36362044,22.5089787,22.65164807,22.79615841,22.93861081,23.07855924,23.21615951,23.35250896,23.48660645,23.6198786
MKD_MK_fo..pc,The former Yugoslav Republic of Macedonia,Milk,Per-capita food consumption [kg/p/year],MKD,MK,FO..PC,13.8265573,14.50866086,14.87424004,15.90136272,16.24183768,15.541872,18.28704202,17.61902785,17.90602342,17.79632774,17.90124614,17.98248559,18.07726637,18.19255795,18.32224498,18.45785096,18.59817863,18.74489823,18.90024323,19.05960093,19.22418442
MKD_OCG_fo..pc,The former Yugoslav Republic of Macedonia,Other Coarse Grains,Per-capita food consumption [kg/p/year],MKD,OCG,FO..PC,2.414770749,2.412855087,2.410932244,2.408954096,2.406917811,2.404819174,2.402626107,2.400372612,2.398195507,2.396277445,2.39940732,2.405926572,2.414471858,2.421456427,2.430799412,2.440260169,2.44974167,2.459388912,2.468998306,2.478545232,2.487989946
MKD_OOS_fo..pc,The former Yugoslav Republic of Macedonia,Other Oilseeds,Per-capita food consumption [kg/p/year],MKD,OOS,FO..PC,0.925880271,0.925145761,0.924408498,0.923650029,0.922869269,0.922064602,0.921223728,0.920359685,0.919524931,0.918789501,0.930327478,0.939747978,0.950860442,0.962767485,0.974252125,0.986106865,0.998203197,1.010659515,1.023220422,1.035945708,1.048841127
MKD_PK_fo..pc,The former Yugoslav Republic of Macedonia,Pork,Per-capita food consumption [kg/p/year],MKD,PK,FO..PC,7.451639197,6.709570393,7.846730179,8.08155548,8.378551582,9.531632156,10.86985114,11.03631069,11.90455279,11.07958918,10.96746895,11.01386715,11.03539373,11.0545944,11.08480099,11.10626599,11.12975608,11.15245381,11.17415163,11.20224038,11.2280413
MKD_PS_fo..pc,The former Yugoslav Republic of Macedonia,Pulses,Per-capita food consumption [kg/p/year],MKD,PS,FO..PC,4.864155797,4.9870124,5.31379426,4.848875477,4.699433431,4.554475832,4.413812723,4.277382694,4.145298073,4.017723213,4.053274488,4.098781624,4.141584061,4.185920679,4.230546445,4.27523102,4.319520988,4.363982878,4.407886689,4.45139495,4.494785415
MKD_PT_fo..pc,The former Yugoslav Republic of Macedonia,Poultry,Per-capita food consumption [kg/p/year],MKD,PT,FO..PC,16.51280039,16.65908235,18.84803451,19.33292179,18.76986361,19.54039418,18.30438649,19.88099894,19.68944621,20.44744891,20.99072236,21.43242615,21.89071604,22.40803099,22.94425636,23.50326928,24.07552365,24.65796703,25.26399506,25.88097565,26.5126359
MKD_RI_fo..pc,The former Yugoslav Republic of Macedonia,Rice,Per-capita food consumption [kg/p/year],MKD,RI,FO..PC,3.183501135,3.269038501,3.03649519,3.28509507,3.564388642,4.282674596,4.578114684,4.46384358,4.42051532,4.036957579,4.076838952,4.117857971,4.160378787,4.201020811,4.242539028,4.284959513,4.327447194,4.370432069,4.414013291,4.458275906,4.502231854
MKD_RT_fo..pc,The former Yugoslav Republic of Macedonia,Roots tubers,Per-capita food consumption [kg/p/year],MKD,RT,FO..PC,12.03531678,11.68151711,10.97811283,12.03599907,12.20220886,12.37067785,12.54097036,12.71327644,12.88834909,13.06723447,13.18093574,13.31851467,13.45600379,13.59807627,13.74317758,13.8898778,14.03440876,14.18193293,14.32651737,14.47250065,14.61540879
MKD_SH_fo..pc,The former Yugoslav Republic of Macedonia,Sheep,Per-capita food consumption [kg/p/year],MKD,SH,FO..PC,1.007031782,1.428355627,1.306582984,1.05143276,0.914947999,0.616791709,0.511145928,0.497273394,0.494664153,0.517558664,0.521431249,0.517927705,0.517089766,0.516253483,0.515478116,0.514764223,0.514023851,0.51363658,0.513436829,0.513277458,0.513374202
MKD_SU_fo..pc,The former Yugoslav Republic of Macedonia,Sugar,Per-capita food consumption [kg/p/year],MKD,SU,FO..PC,34.77019534,35.22514806,35.19707658,35.1681977,35.13847007,35.58876138,36.03679695,36.00299697,36.4499473,36.90001585,37.05309706,37.23280504,37.43615438,37.6160553,37.82090589,38.04068998,38.28812129,38.52168644,38.7393721,38.96389498,39.18827826
MKD_VL_fo..pc,The former Yugoslav Republic of Macedonia,Vegetable oils,Per-capita food consumption [kg/p/year],MKD,VL,FO..PC,17.56656777,13.89065763,11.2678337,15.6958399,15.01417915,14.3939727,14.44865858,14.37146648,14.37825808,14.37472911,14.42618345,14.59978889,14.79316454,14.9988593,15.20851658,15.41164633,15.62218514,15.83592705,16.05188556,16.27026098,16.48960823
MKD_WT_fo..pc,The former Yugoslav Republic of Macedonia,Wheat,Per-capita food consumption [kg/p/year],MKD,WT,FO..PC,130.3882325,130.2847942,130.1809682,130.555912,130.4455533,130.3318153,130.2129596,130.570869,130.452443,130.3481079,129.1921125,129.2697372,129.3223164,129.3274341,129.3592126,129.3849706,129.4158615,129.4466702,129.4852293,129.5170715,129.5557302
MLI_BT_fo..pc,Mali,Butter,Per-capita food consumption [kg/p/year],MLI,BT,FO..PC,0.013731266,0.009116394,0.009933359,0.008387033,0.008100056,0.007820057,0.007546609,0.007280776,0.007065213,0.006856571,0.006789571,0.006688579,0.006547935,0.006440269,0.006326439,0.00621644,0.006105782,0.005995707,0.005886061,0.005776084,0.005666607
MLI_BV_fo..pc,Mali,Beef and Veal,Per-capita food consumption [kg/p/year],MLI,BV,FO..PC,6.673156421,6.738760208,7.39534835,6.786438445,6.682186585,6.411759424,6.866480307,6.889242506,6.648637263,6.416745271,6.370129739,6.33382428,6.288224996,6.239558322,6.195753173,6.153957526,6.104718458,6.05750999,6.009475053,5.964767722,5.918187111
MLI_EG_fo..pc,Mali,Eggs,Per-capita food consumption [kg/p/year],MLI,EG,FO..PC,0.923886446,0.850827153,0.776906924,0.829912042,0.84384393,0.809894306,0.806499097,0.676345626,0.659013662,0.635784641,0.629976038,0.624656027,0.620050515,0.614607808,0.608726584,0.602559973,0.596310247,0.589835794,0.583318428,0.576691544,0.569723947
MLI_FH_fo..pc,Mali,Fish,Per-capita food consumption [kg/p/year],MLI,FH,FO..PC,7.831991973,8.134395662,5.621952191,7.203091666,6.387311074,7.396608414,8.514901281,9.322848252,8.226305124,7.693676453,7.610788009,7.550389039,7.496542792,7.435722176,7.351417448,7.276653552,7.195404742,7.136559356,7.061609789,6.968509617,6.908416078
MLI_MA_fo..pc,Mali,Maize,Per-capita food consumption [kg/p/year],MLI,MA,FO..PC,29.85057803,32.17298408,34.36067606,36.41258733,36.550471,36.63862528,36.67718509,36.67353663,36.69106243,35.55259284,35.59749983,35.60817086,35.62481378,35.60672221,35.57746598,35.5416016,35.49411321,35.44064318,35.3803114,35.3111279,35.23437288
MLI_MK_fo..pc,Mali,Milk,Per-capita food consumption [kg/p/year],MLI,MK,FO..PC,12.13354046,12.25787605,11.150752,8.624187391,9.336414583,7.415948004,7.839241501,9.556314672,8.682355067,8.308961245,8.327847392,8.299180857,8.278886209,8.269740258,8.245840877,8.221678914,8.194275711,8.166726899,8.137689777,8.107119816,8.074339408
MLI_OCG_fo..pc,Mali,Other Coarse Grains,Per-capita food consumption [kg/p/year],MLI,OCG,FO..PC,107.1359979,107.4631893,106.7732563,109.0292556,112.3828103,114.1813143,107.9658668,109.5958586,114.3719908,113.1108926,112.5125095,111.9159941,111.0757209,110.3431588,109.6095807,108.8597727,108.114612,107.3711321,106.6112386,105.8401174,105.0473477
MLI_OOS_fo..pc,Mali,Other Oilseeds,Per-capita food consumption [kg/p/year],MLI,OOS,FO..PC,1.972526197,2.626859804,2.340524305,3.609215656,3.466399508,3.183438554,3.174243655,3.10775864,3.015746777,2.926689443,2.914460074,2.896180134,2.880448978,2.862251439,2.842011386,2.821418583,2.799991495,2.778268926,2.755569229,2.732301691,2.708357373
MLI_PK_fo..pc,Mali,Pork,Per-capita food consumption [kg/p/year],MLI,PK,FO..PC,0.138241344,0.136722313,0.135943329,0.11686013,0.101586728,0.09461925,0.109364697,0.11899484,0.112373516,0.109055039,0.111278123,0.112342166,0.11316441,0.113627871,0.113809101,0.113990375,0.11411383,0.114187916,0.114077099,0.114114091,0.113925152
MLI_PS_fo..pc,Mali,Pulses,Per-capita food consumption [kg/p/year],MLI,PS,FO..PC,10.29858186,10.86906356,13.26053458,17.43252606,17.44203036,17.44585146,17.44304335,17.4361784,17.4275412,17.42027919,17.46671772,17.47544596,17.43586347,17.39953489,17.32177669,17.24104818,17.15490263,17.05720658,16.95427344,16.84158648,16.72223609
MLI_PT_fo..pc,Mali,Poultry,Per-capita food consumption [kg/p/year],MLI,PT,FO..PC,2.508403773,2.431293103,2.412400592,2.410658932,2.034210568,2.257586218,3.083384265,2.387803184,2.270005729,2.202970705,2.240818243,2.271051862,2.295578382,2.311606275,2.323775046,2.332609225,2.337524925,2.339742039,2.339065457,2.336428744,2.329595117
MLI_RI_fo..pc,Mali,Rice,Per-capita food consumption [kg/p/year],MLI,RI,FO..PC,82.24218989,83.45800763,83.53592637,84.30072293,82.73517454,84.45031384,86.04437614,86.61965763,88.1267527,89.84851262,92.48551347,93.75097853,94.59755681,95.1699649,96.58654404,97.93987925,99.29487072,100.6863798,102.0831064,103.4996677,104.8942343
MLI_RT_fo..pc,Mali,Roots tubers,Per-capita food consumption [kg/p/year],MLI,RT,FO..PC,6.273928157,7.930061462,7.883026302,6.612647234,6.248877596,5.908863575,5.584287714,5.277479442,4.988180942,4.716268157,4.685360687,4.681446915,4.703241846,4.696026959,4.69693571,4.698301576,4.698894993,4.704328644,4.710677253,4.720318842,4.734866723
MLI_SH_fo..pc,Mali,Sheep,Per-capita food consumption [kg/p/year],MLI,SH,FO..PC,7.071303431,7.243959708,7.063124345,7.065443826,6.593569378,6.954068326,7.309396217,7.822028518,7.725150634,7.588441916,7.586186325,7.546021774,7.514623199,7.481679271,7.445786974,7.408504103,7.367024027,7.326510044,7.288219021,7.24464296,7.198173418
MLI_SU_fo..pc,Mali,Sugar,Per-capita food consumption [kg/p/year],MLI,SU,FO..PC,8.225492614,8.300629893,8.371510168,8.435582731,8.548094025,8.644425653,10.00286866,10.57060762,10.46698173,10.91972494,11.07269012,11.24991379,11.41746346,11.5467857,11.66651885,11.7927702,11.93464076,12.06584879,12.18141558,12.29832079,12.40760274
MLI_VL_fo..pc,Mali,Vegetable oils,Per-capita food consumption [kg/p/year],MLI,VL,FO..PC,4.501282271,5.141398985,5.90018894,7.304480932,6.958581073,6.791551674,6.970009526,6.727919456,6.657906888,6.465542495,7.205572268,7.223590721,7.234305839,7.24074184,7.232281476,7.211724162,7.187959761,7.159496891,7.125178772,7.085989248,7.039781185
MLI_WT_fo..pc,Mali,Wheat,Per-capita food consumption [kg/p/year],MLI,WT,FO..PC,7.761150289,8.686705702,8.121614342,9.103146832,9.727141477,10.70534832,11.39215598,12.13462609,12.29870354,11.93551331,11.98301389,12.04431408,12.09163303,12.12048379,12.1525012,12.18177947,12.20795827,12.23212355,12.25333705,12.27106378,12.2853685
MMR_BT_fo..pc,Myanmar,Butter,Per-capita food consumption [kg/p/year],MMR,BT,FO..PC,0.57676172,0.608153443,0.6402281,0.659828781,0.926523956,1.004858096,1.056011775,0.561094371,0.545506468,0.538511812,0.543938267,0.559163859,0.574133206,0.589406216,0.604253764,0.619415493,0.634531569,0.649616905,0.664752624,0.679878451,0.6951345
MMR_BV_fo..pc,Myanmar,Beef and Veal,Per-capita food consumption [kg/p/year],MMR,BV,FO..PC,3.588896214,3.947334019,4.427627525,4.690341392,4.988284496,5.374889028,5.954098029,6.211842133,6.250444895,6.231396276,6.306791122,6.385331923,6.467242629,6.546592751,6.626325676,6.707118071,6.7887155,6.871543988,6.953993973,7.038346397,7.124577681
MMR_EG_fo..pc,Myanmar,Eggs,Per-capita food consumption [kg/p/year],MMR,EG,FO..PC,6.135292875,6.611800013,6.968015318,7.521082224,7.145678302,6.447648482,5.520307183,5.470632495,5.542818802,5.615180373,5.777406229,5.917533719,6.071647818,6.227232016,6.394699719,6.559076662,6.724728161,6.890108597,7.062282397,7.233955767,7.404542219
MMR_FH_fo..pc,Myanmar,Fish,Per-capita food consumption [kg/p/year],MMR,FH,FO..PC,44.62316226,44.41718523,45.17063966,44.50936864,46.45459761,47.03609947,47.80235762,45.98833515,43.63158821,40.70002336,40.89158108,41.38389769,41.95329792,42.55136126,43.24358801,43.96129812,44.69713089,45.59421467,46.21737807,47.04718062,47.88339081
MMR_MA_fo..pc,Myanmar,Maize,Per-capita food consumption [kg/p/year],MMR,MA,FO..PC,3.580835347,3.91272284,3.953986609,3.899067767,3.724661355,3.406250114,2.829107877,3.080122223,3.156581225,3.036653137,3.047930987,3.057880677,3.072106433,3.087559432,3.105603395,3.124797342,3.145024361,3.166945297,3.190425762,3.215379917,3.242281701
MMR_MK_fo..pc,Myanmar,Milk,Per-capita food consumption [kg/p/year],MMR,MK,FO..PC,2.378002316,2.451075003,2.458935046,2.639431655,2.42551296,2.630156788,2.565248188,3.578144015,3.558650984,3.517403218,3.614719187,3.684475364,3.758065773,3.833933904,3.913815495,3.996551885,4.081803706,4.167305027,4.254010515,4.341233358,4.425596771
MMR_OCG_fo..pc,Myanmar,Other Coarse Grains,Per-capita food consumption [kg/p/year],MMR,OCG,FO..PC,5.634278336,5.734043297,5.521837814,5.870143125,6.133081889,6.115741177,6.082119992,6.20192038,6.14605434,6.275754785,6.286855669,6.308360875,6.339104983,6.357021161,6.386806756,6.41083534,6.433044041,6.454053491,6.471494808,6.48495347,6.494675708
MMR_OOS_fo..pc,Myanmar,Other Oilseeds,Per-capita food consumption [kg/p/year],MMR,OOS,FO..PC,7.999998081,8.035958477,8.081667377,6.427748495,6.364781054,6.290801251,6.269654231,6.202403605,6.182016899,6.247942539,6.340248167,6.406251132,6.487568723,6.572672228,6.65328389,6.735556578,6.818601065,6.903541812,6.988674027,7.074698576,7.161824296
MMR_PK_fo..pc,Myanmar,Pork,Per-capita food consumption [kg/p/year],MMR,PK,FO..PC,9.189300765,9.644082421,10.38541256,11.35969875,12.65281714,13.51969485,13.22704462,14.40740529,14.42322919,14.0384953,14.41703141,14.66136151,14.90220021,15.16650057,15.42498166,15.69116572,15.94213705,16.19500791,16.44889199,16.71038728,16.95564661
MMR_PS_fo..pc,Myanmar,Pulses,Per-capita food consumption [kg/p/year],MMR,PS,FO..PC,16.28773986,15.98200899,15.82404662,14.4402566,14.87078823,15.31204288,15.76466819,16.22838138,16.70467873,17.1952793,17.4865048,17.73012044,17.93735733,18.18169126,18.40491389,18.64013506,18.88219314,19.12330969,19.36911541,19.61498013,19.86611479
MMR_PT_fo..pc,Myanmar,Poultry,Per-capita food consumption [kg/p/year],MMR,PT,FO..PC,19.85118219,20.48756077,22.34247793,24.13484074,26.50170315,28.35431865,28.36835367,28.08165238,28.07493793,27.9973898,28.52099272,28.98561505,29.44969604,29.90720007,30.37126948,30.83058204,31.26833323,31.72264124,32.17424999,32.62117739,33.06844579
MMR_RI_fo..pc,Myanmar,Rice,Per-capita food consumption [kg/p/year],MMR,RI,FO..PC,195.5267689,195.5670304,194.5024067,194.0299488,193.9401124,194.0256053,193.180792,194.1750361,196.7292828,197.1432024,197.9610615,197.781592,197.1297969,195.9752575,196.0706219,196.0367183,196.013371,196.0614278,196.073144,196.1225572,196.0508944
MMR_RT_fo..pc,Myanmar,Roots tubers,Per-capita food consumption [kg/p/year],MMR,RT,FO..PC,5.472896109,6.037402554,5.570453217,5.623501432,5.741088027,5.861568217,5.984783102,6.110595808,6.239539862,6.372216002,6.283311594,6.40506752,6.536062747,6.664943601,6.800496253,6.934328654,7.068270259,7.202223199,7.33370777,7.463850755,7.589442125
MMR_SH_fo..pc,Myanmar,Sheep,Per-capita food consumption [kg/p/year],MMR,SH,FO..PC,0.847443763,0.966369351,1.056649966,1.162239018,1.322661143,1.530889022,1.582842915,1.760047358,1.804821736,1.805428319,1.802317816,1.813837208,1.824905746,1.839465958,1.853268843,1.867522172,1.881503583,1.895251331,1.909661735,1.92365981,1.936940515
MMR_SU_fo..pc,Myanmar,Sugar,Per-capita food consumption [kg/p/year],MMR,SU,FO..PC,5.283526542,5.934362245,6.472300929,6.90014632,7.318363371,7.346813972,8.773717901,9.387189052,10.11962805,10.85833546,11.30357375,11.777419,12.28272075,12.78889386,13.31609033,13.87299732,14.4716304,15.08466257,15.70586746,16.35641774,17.0297595
MMR_VL_fo..pc,Myanmar,Vegetable oils,Per-capita food consumption [kg/p/year],MMR,VL,FO..PC,6.847551604,7.860146614,7.47037782,7.255352761,9.179577991,9.572721287,10.08950506,10.96074567,11.15427117,11.19352541,11.65729323,11.88475219,12.12860838,12.3949572,12.64682483,12.88709547,13.13082433,13.37593625,13.61952827,13.86297934,14.10286893
MMR_WT_fo..pc,Myanmar,Wheat,Per-capita food consumption [kg/p/year],MMR,WT,FO..PC,7.237434471,7.275528112,7.543170881,7.442437926,7.364583775,7.753274069,8.029388526,8.038131942,7.984293687,8.097741698,8.141549242,8.192557594,8.241856113,8.28947931,8.34352331,8.401187998,8.462804883,8.529163401,8.599784284,8.674538048,8.754297745
MNE_BT_fo..pc,Montenegro,Butter,Per-capita food consumption [kg/p/year],MNE,BT,FO..PC,1.45350287,1.555640106,2.056240127,2.173517866,2.195407131,2.263689669,2.314612319,2.443716526,2.415693128,2.47713937,2.52407827,2.524605532,2.528634278,2.534032826,2.537260874,2.541567834,2.545576122,2.54948348,2.553079656,2.556054966,2.558382217
MNE_BV_fo..pc,Montenegro,Beef and Veal,Per-capita food consumption [kg/p/year],MNE,BV,FO..PC,12.68395098,11.90008723,12.39666942,13.16517153,13.88571112,12.49836872,13.70568652,16.97468778,17.73309468,18.68579794,18.74647234,18.79526929,18.89528047,18.97374712,19.01955885,19.05060332,19.06601548,19.08054796,19.10124416,19.12026619,19.14143404
MNE_EG_fo..pc,Montenegro,Eggs,Per-capita food consumption [kg/p/year],MNE,EG,FO..PC,5.143484367,6.062679633,5.431155987,7.164795138,6.823605762,9.007001508,10.71084862,9.107097113,9.103348839,9.101381856,9.246542633,9.396972584,9.564840297,9.7312522,9.901488988,10.07253426,10.24739202,10.4231057,10.60368904,10.78577534,10.96879346
MNE_FH_fo..pc,Montenegro,Fish,Per-capita food consumption [kg/p/year],MNE,FH,FO..PC,10.60534865,11.35369719,11.04227075,12.15760728,11.95390352,12.06634367,13.38527458,14.06844584,14.57727804,16.88059726,18.47228598,18.32108001,18.57087744,18.80240775,18.95254323,19.0581478,19.09402388,19.20211548,19.32701258,19.44034501,19.53868332
MNE_MA_fo..pc,Montenegro,Maize,Per-capita food consumption [kg/p/year],MNE,MA,FO..PC,0.000144165,0.000143893,0.000143681,0.000143519,0.000143387,0.000143271,0.000143172,0.000143093,0.000143034,0.000143004,0.00014407,0.000144919,0.000145847,0.000146735,0.000147573,0.000148388,0.000149178,0.000149944,0.00015069,0.000151411,0.000152115
MNE_MK_fo..pc,Montenegro,Milk,Per-capita food consumption [kg/p/year],MNE,MK,FO..PC,23.95065925,33.21284833,25.47609484,28.82560571,29.89719452,28.78663063,28.61314962,28.61165662,28.69414853,28.37693482,28.47515303,28.58177228,28.72537038,28.88801006,29.03844629,29.19420557,29.35294656,29.51734116,29.69023601,29.86443592,30.04145946
MNE_OCG_fo..pc,Montenegro,Other Coarse Grains,Per-capita food consumption [kg/p/year],MNE,OCG,FO..PC,0.00086499,0.000863356,0.000862088,0.000861115,0.000860319,0.000859629,0.000859031,0.00085856,0.000858207,0.000858021,0.000858444,0.000860543,0.000863521,0.000865801,0.000868562,0.000871318,0.000874028,0.000876744,0.000879387,0.000881948,0.000884406
MNE_OOS_fo..pc,Montenegro,Other Oilseeds,Per-capita food consumption [kg/p/year],MNE,OOS,FO..PC,0.000432495,0.000431678,0.000431044,0.000430557,0.00043016,0.000429814,0.000429516,0.00042928,0.000429103,0.000429011,0.000434045,0.000438321,0.000443464,0.000448905,0.000453956,0.000459151,0.000464424,0.000469831,0.000475247,0.0004807,0.000486188
MNE_PK_fo..pc,Montenegro,Pork,Per-capita food consumption [kg/p/year],MNE,PK,FO..PC,33.98960557,35.63167283,36.84629047,34.55048239,37.43981681,38.9825827,40.73844944,37.19282495,41.48253667,40.29522414,39.79092613,39.92768205,39.99590643,40.03699771,40.06982277,40.06622527,40.06468814,40.05524681,40.03645796,40.03503679,40.01952561
MNE_PS_fo..pc,Montenegro,Pulses,Per-capita food consumption [kg/p/year],MNE,PS,FO..PC,6.090167413,5.781289439,6.52153798,6.805997251,7.003699243,7.208022804,7.419102152,7.63748318,7.863369954,8.097521017,8.162539711,8.251940365,8.337357906,8.424492096,8.508624066,8.592331378,8.674643837,8.756688837,8.836918548,8.915651803,8.99338729
MNE_PT_fo..pc,Montenegro,Poultry,Per-capita food consumption [kg/p/year],MNE,PT,FO..PC,13.48230434,12.78630646,14.06784346,14.60020361,14.87635275,17.19544519,16.28007629,17.28424641,18.6330993,19.16247646,19.62400303,20.02111154,20.44420666,20.91245268,21.37204558,21.8484795,22.33235106,22.82069311,23.32521737,23.83408986,24.35025011
MNE_RI_fo..pc,Montenegro,Rice,Per-capita food consumption [kg/p/year],MNE,RI,FO..PC,0.000144165,0.000143893,0.000143681,0.000143519,0.000143387,0.000143271,0.000143172,0.000143093,0.000143034,0.000143004,0.000144299,0.000145711,0.000147203,0.000148603,0.000149972,0.000151363,0.000152745,0.000154135,0.000155534,0.000156944,0.00015833
MNE_RT_fo..pc,Montenegro,Roots tubers,Per-capita food consumption [kg/p/year],MNE,RT,FO..PC,22.7348096,19.99469185,22.75434047,23.63760479,24.52097382,25.43926667,26.39350777,27.38620949,28.41870666,29.49437268,29.72685363,30.02897469,30.33622073,30.64880991,30.95518735,31.26318823,31.56411343,31.86953426,32.16580842,32.46264916,32.7498044
MNE_SH_fo..pc,Montenegro,Sheep,Per-capita food consumption [kg/p/year],MNE,SH,FO..PC,0.000129748,0.000129503,0.000129313,0.000129167,0.000129048,0.000128944,0.000128855,0.000128784,0.000128731,0.000128703,0.000129352,0.000128382,0.000128143,0.000127844,0.000127409,0.000126975,0.00012652,0.000126138,0.000125785,0.000125426,0.000125113
MNE_SU_fo..pc,Montenegro,Sugar,Per-capita food consumption [kg/p/year],MNE,SU,FO..PC,22.42580008,22.38331088,23.94689589,23.91985913,23.89775541,23.878583,23.86198267,23.84889258,23.83907692,23.83392595,23.87488357,23.97171665,24.09672685,24.19530245,24.28066419,24.37237536,24.47818945,24.57159708,24.65089998,24.73072354,24.80637086
MNE_VL_fo..pc,Montenegro,Vegetable oils,Per-capita food consumption [kg/p/year],MNE,VL,FO..PC,0.00057666,0.000575571,0.000574726,0.000574077,0.000573546,0.000573086,0.000572688,0.000572373,0.000572138,0.000572014,0.000572672,0.000579106,0.000586632,0.000594366,0.000601525,0.000608326,0.000615312,0.000622314,0.000629281,0.00063622,0.000643066
