"iso3c","year","units","scenario","nutrient","nutrient_supply_dis","nutrient_supply"
"AGO","2015","mg/p/d","high","Iron",25.68,25.68
"AGO","2015","mg/p/d","high","Zinc",15.14,15.14
"AGO","2015","mg/p/d retinol","base","Vitamin A",1621.74,1621.74
"AGO","2015","mg/p/d retinol","high","Vitamin A",1621.74,1621.74
"AGO","2015","ug/p/d","base","Vitamin B12",7.44,7.44
"AGO","2015","ug/p/d","high","Vitamin B12",7.44,7.44
"AGO","2016","g/p/d","base","Omega-3 fatty acids",1.15,1.15
"AGO","2016","g/p/d","base","Protein",102.33,102.33
"AGO","2016","g/p/d","high","Omega-3 fatty acids",1.15,1.15
"AGO","2016","g/p/d","high","Protein",102.33,102.33
"AGO","2016","mg/p/d","base","Calcium",532.07,532.07
"AGO","2016","mg/p/d","base","Iron",25.79,25.79
"AGO","2016","mg/p/d","base","Zinc",14.71,14.71
"AGO","2016","mg/p/d","high","Calcium",532.07,532.07
"AGO","2016","mg/p/d","high","Iron",25.79,25.79
"AGO","2016","mg/p/d","high","Zinc",14.71,14.71
"AGO","2016","mg/p/d retinol","base","Vitamin A",1509.08,1509.08
"AGO","2016","mg/p/d retinol","high","Vitamin A",1509.08,1509.08
"AGO","2016","ug/p/d","base","Vitamin B12",6.18,6.18
