"nutrient","country","iso3","sex_id","age_id","cause","sev_base","sev_high","sev_delta"
"Red meat","Afghanistan","AFG",2,17,497,21.266272807693,21.2713414137366,0.0050686060435936
"Red meat","Afghanistan","AFG",2,17,976,17.8181635664114,17.8224281679967,0.0042646015852803
"Red meat","Afghanistan","AFG",2,18,429,16.3098005042184,16.3136048742087,0.00380436999036604
"Red meat","Afghanistan","AFG",2,18,441,12.2012949317209,12.2041522247559,0.00285729303493021
"Red meat","Afghanistan","AFG",2,18,493,11.6057043273299,11.608427781394,0.00272345406414942
"Red meat","Afghanistan","AFG",2,18,495,17.3500963932761,17.3541191506028,0.00402275732671598
"Red meat","Afghanistan","AFG",2,18,496,1.79999682924631,1.81400304641518,0.0140062171688735
"Red meat","Afghanistan","AFG",2,18,497,20.5454128820499,20.5501616035519,0.00474872150201477
"Red meat","Afghanistan","AFG",2,18,976,17.2284208950954,17.2324140731809,0.0039931780854765
"Red meat","Afghanistan","AFG",2,19,429,15.6340001638639,15.637623536284,0.00362337242010291
"Red meat","Afghanistan","AFG",2,19,441,11.5429735829,11.5456569445665,0.00268336166652894
"Red meat","Afghanistan","AFG",2,19,493,11.0227283350641,11.0253008774893,0.00257254242517035
"Red meat","Afghanistan","AFG",2,19,495,17.0218936631223,17.0258104190041,0.00391675588173968
"Red meat","Afghanistan","AFG",2,19,496,2.03937494939743,2.05259881516962,0.0132238657721828
"Red meat","Afghanistan","AFG",2,19,497,19.5977762455772,19.6022764790369,0.00450023345965889
"Red meat","Afghanistan","AFG",2,19,976,16.5161482516309,16.5199488275831,0.00380057595222283
"Red meat","Afghanistan","AFG",2,20,429,15.0344222189487,15.0378820742432,0.00345985529448534
"Red meat","Afghanistan","AFG",2,20,441,10.9736861365024,10.9762160757129,0.00252993921047207
"Red meat","Afghanistan","AFG",2,20,493,10.9040104574069,10.9065314700812,0.0025210126742774
"Red meat","Afghanistan","AFG",2,20,495,15.5305328842159,15.5340930061484,0.00356012193253186
"Red meat","Afghanistan","AFG",2,20,496,2.46754206358133,2.4801300313146,0.0125879677332774
"Red meat","Afghanistan","AFG",2,20,497,19.0121317212976,19.0164703057804,0.00433858448278812
"Red meat","Afghanistan","AFG",2,20,976,15.8835027549096,15.8871291679128,0.00362641300322153
"Red meat","Afghanistan","AFG",2,30,429,14.4504848510651,14.4538327296373,0.00334787857214636
"Red meat","Afghanistan","AFG",2,30,441,10.39766293896,10.400077325058,0.00241438609796241
"Red meat","Afghanistan","AFG",2,30,493,10.3179389026017,10.3203414372152,0.00240253461347706
"Red meat","Afghanistan","AFG",2,30,495,14.9099130818278,14.9133545051748,0.00344142334698994
"Red meat","Afghanistan","AFG",2,30,496,2.84128281304759,2.85336634134776,0.0120835283001774
"Red meat","Afghanistan","AFG",2,30,497,18.34684500458,18.3510601191459,0.00421511456588419
"Red meat","Afghanistan","AFG",2,30,976,15.2655932730342,15.2691019664612,0.00350869342699589
"Red meat","Afghanistan","AFG",2,31,429,13.9257469783209,13.92907585513,0.00332887680909444
"Red meat","Afghanistan","AFG",2,31,441,9.84407104335145,9.84643307401313,0.00236203066167917
"Red meat","Afghanistan","AFG",2,31,493,9.75167290000573,9.7540224838659,0.00234958386017148
"Red meat","Afghanistan","AFG",2,31,495,14.3456402322244,14.3490519511877,0.0034117189633136
"Red meat","Afghanistan","AFG",2,31,496,3.39314667870242,3.40494255681488,0.0117958781124559
"Red meat","Afghanistan","AFG",2,31,497,17.7614067409036,17.7655926152888,0.00418587438514706
"Red meat","Afghanistan","AFG",2,31,976,14.7075416305887,14.710968945758,0.00342731516936645
"Red meat","Afghanistan","AFG",2,32,429,13.2626009311794,13.2656865809484,0.00308564976903014
"Red meat","Afghanistan","AFG",2,32,441,9.28089031600979,9.28305324673954,0.00216293072974771
"Red meat","Afghanistan","AFG",2,32,493,9.18161242435347,9.18375930577785,0.00214688142438213
"Red meat","Afghanistan","AFG",2,32,495,13.649119968526,13.6522820004234,0.00316203189743014
"Red meat","Afghanistan","AFG",2,32,496,3.34357266574355,3.35460770902531,0.0110350432817623
"Red meat","Afghanistan","AFG",2,32,497,16.9569819117899,16.9608936427209,0.003911730930934
"Red meat","Afghanistan","AFG",2,32,976,14.0069679849121,14.0101996838406,0.00323169892846309
"Red meat","Afghanistan","AFG",2,33,429,11.9560501137363,11.958985863816,0.00293575007970226
"Red meat","Afghanistan","AFG",2,33,441,8.04431438724222,8.04629192586479,0.00197753862256711
"Red meat","Afghanistan","AFG",2,33,493,7.91769546888664,7.91965306113558,0.00195759224893699
"Red meat","Afghanistan","AFG",2,33,495,12.2526047675424,12.25559594764,0.00299118009763788
"Red meat","Afghanistan","AFG",2,33,496,4.06192059895789,4.07212437085159,0.010203771893698
"Red meat","Afghanistan","AFG",2,33,497,15.4141543802741,15.4178995332447,0.00374515297062139
"Red meat","Afghanistan","AFG",2,33,976,12.6170187024186,12.6200849377984,0.00306623537983874
"Red meat","Albania","ALB",1,10,429,49.9225895799035,49.8114751789431,-0.11111440096046
"Red meat","Albania","ALB",1,10,441,34.9228027162438,34.8206502392749,-0.102152476968925
"Red meat","Albania","ALB",1,10,493,31.4423696057208,31.3432371341025,-0.0991324716182689
"Red meat","Albania","ALB",1,10,495,47.5221311632261,47.4083870458281,-0.113744117398021
"Red meat","Albania","ALB",1,10,496,63.369355150131,63.2495946804036,-0.119760469727481
"Red meat","Albania","ALB",1,10,497,61.8150547783904,61.6829703251131,-0.132084453277237
"Red meat","Albania","ALB",1,10,976,52.392598269984,52.2736414096041,-0.11895686037996
"Red meat","Albania","ALB",1,11,429,49.3343011092868,49.2231994778644,-0.111101631422365
"Red meat","Albania","ALB",1,11,441,34.3552432732515,34.2544294041794,-0.100813869072134
"Red meat","Albania","ALB",1,11,493,30.8859783338835,30.7884144524247,-0.0975638814587647
"Red meat","Albania","ALB",1,11,495,46.9109707456676,46.7977381751867,-0.113232570480896
"Red meat","Albania","ALB",1,11,496,62.7431896125442,62.623168477717,-0.120021134827198
"Red meat","Albania","ALB",1,11,497,61.1215355555543,60.9892436294315,-0.132291926122846
"Red meat","Albania","ALB",1,11,976,51.7595211300257,51.6407453984119,-0.118775731613731
"Red meat","Albania","ALB",1,12,429,48.6790537225743,48.5680573859128,-0.110996336661451
"Red meat","Albania","ALB",1,12,441,33.7208270007457,33.6215362768534,-0.099290723892274
"Red meat","Albania","ALB",1,12,493,30.2636795546596,30.1678828103621,-0.0957967442974947
"Red meat","Albania","ALB",1,12,495,46.229716716181,46.1171193485207,-0.112597367660243
"Red meat","Albania","ALB",1,12,496,62.0469434777695,61.9267309470179,-0.12021253075153
"Red meat","Albania","ALB",1,12,497,60.3499566130202,60.2175388457044,-0.132417767315815
"Red meat","Albania","ALB",1,12,976,51.0540551991719,50.9355733945032,-0.118481804668733
"Red meat","Albania","ALB",1,13,429,47.781039876809,47.6703555824185,-0.110684294390545
"Red meat","Albania","ALB",1,13,441,32.877369918407,32.7801983510821,-0.0971715673248497
"Red meat","Albania","ALB",1,13,493,29.9490541399835,29.8545220546798,-0.0945320853037011
"Red meat","Albania","ALB",1,13,495,47.2684530844377,47.1532938537994,-0.115159230638326
"Red meat","Albania","ALB",1,13,496,62.6871718064216,62.5663947399207,-0.120777066500985
"Red meat","Albania","ALB",1,13,497,60.820245967205,60.6868951210526,-0.133350846152403
"Red meat","Albania","ALB",1,13,976,50.0907062457458,49.9727861767838,-0.117920068962057
"Red meat","Albania","ALB",1,14,429,46.9811078438882,46.8709847721939,-0.110123071694218
"Red meat","Albania","ALB",1,14,441,32.0921149672214,31.9961730022905,-0.0959419649308657
"Red meat","Albania","ALB",1,14,493,28.5681555797581,28.4754407760427,-0.0927148037154595
"Red meat","Albania","ALB",1,14,495,47.5450449710175,47.4283742585111,-0.116670712506398
"Red meat","Albania","ALB",1,14,496,62.1110229579484,61.987596288255,-0.123426669693373
"Red meat","Albania","ALB",1,14,497,60.1511123494689,60.0152512828046,-0.135861066664305
"Red meat","Albania","ALB",1,14,976,49.2293195450321,49.1120173635191,-0.11730218151304
"Red meat","Albania","ALB",1,15,429,46.2122328838112,46.1026759721627,-0.10955691164849
"Red meat","Albania","ALB",1,15,441,31.3869654475889,31.2937292015445,-0.0932362460443983
"Red meat","Albania","ALB",1,15,493,28.701505529664,28.6077227931061,-0.0937827365578556
"Red meat","Albania","ALB",1,15,495,47.7881069016753,47.6727745258992,-0.115332375776056
"Red meat","Albania","ALB",1,15,496,60.8965631276374,60.7748361781751,-0.121726949462314
"Red meat","Albania","ALB",1,15,497,58.8472007340424,58.7136489924866,-0.133551741555785
"Red meat","Albania","ALB",1,15,976,48.4056232740874,48.2892616398765,-0.116361634210932
"Red meat","Albania","ALB",1,16,429,45.426751081703,45.3173022143724,-0.109448867330549
"Red meat","Albania","ALB",1,16,441,30.6338926659259,30.5410972012501,-0.0927954646758735
"Red meat","Albania","ALB",1,16,493,28.5842564877566,28.4928342984336,-0.0914221893230831
"Red meat","Albania","ALB",1,16,495,47.2817315455977,47.1654430096706,-0.116288535927097
"Red meat","Albania","ALB",1,16,496,61.6211033666306,61.4976451833928,-0.123458183237744
"Red meat","Albania","ALB",1,16,497,59.4078143443341,59.2716984222082,-0.136115922125889
"Red meat","Albania","ALB",1,16,976,47.5591503072678,47.4429620868392,-0.116188220428668
"Red meat","Albania","ALB",1,17,429,44.5549123657154,44.4457771904511,-0.109135175264228
"Red meat","Albania","ALB",1,17,441,29.7660525440622,29.6764260890977,-0.0896264549645203
"Red meat","Albania","ALB",1,17,493,28.3595205793512,28.2714176688574,-0.0881029104937703
"Red meat","Albania","ALB",1,17,495,46.5023188467449,46.3868482398722,-0.115470606872783
"Red meat","Albania","ALB",1,17,496,60.1849188209692,60.0592924978423,-0.125626323126923
"Red meat","Albania","ALB",1,17,497,57.9003015030684,57.7621341255174,-0.138167377550914
"Red meat","Albania","ALB",1,17,976,46.6201817971152,46.5046941404834,-0.115487656631828
"Red meat","Albania","ALB",1,18,429,44.0195495432611,43.9108319193581,-0.108717623902969
"Red meat","Albania","ALB",1,18,441,29.2512888085811,29.1629435854094,-0.0883452231716753
"Red meat","Albania","ALB",1,18,493,27.245665266906,27.1602486495819,-0.0854166173241531
"Red meat","Albania","ALB",1,18,495,46.4824728473668,46.3650906818752,-0.11738216549162
"Red meat","Albania","ALB",1,18,496,59.1960644213001,59.072429564667,-0.123634856633061
"Red meat","Albania","ALB",1,18,497,56.8464050944347,56.7103305685186,-0.136074525916115
"Red meat","Albania","ALB",1,18,976,46.0448358201648,45.9298994011578,-0.114936419007059
"Red meat","Albania","ALB",1,19,429,43.028482993676,42.9209342214933,-0.107548772182668
"Red meat","Albania","ALB",1,19,441,28.4995082490277,28.4134346957951,-0.0860735532326053
"Red meat","Albania","ALB",1,19,493,26.5303721063436,26.443877974554,-0.0864941317896033
"Red meat","Albania","ALB",1,19,495,47.1222766467475,47.0064165302345,-0.115860116512984
"Red meat","Albania","ALB",1,19,496,57.5723293375786,57.4513943710078,-0.120934966570843
"Red meat","Albania","ALB",1,19,497,55.1098639528848,54.9773811477108,-0.132482805173971
"Red meat","Albania","ALB",1,19,976,45.0040759026564,44.8905001784738,-0.113575724182589
"Red meat","Albania","ALB",1,20,429,41.4781621786302,41.3729519778785,-0.105210200751721
"Red meat","Albania","ALB",1,20,441,27.1330547274747,27.0504290138424,-0.0826257136322823
"Red meat","Albania","ALB",1,20,493,26.8361400419177,26.751298968441,-0.0848410734766674
"Red meat","Albania","ALB",1,20,495,42.2715909253942,42.1608297487239,-0.11076117667028
"Red meat","Albania","ALB",1,20,496,56.1862127847734,56.0626859957754,-0.123526788998021
"Red meat","Albania","ALB",1,20,497,53.5190386738051,53.3855060500316,-0.133532623773526
"Red meat","Albania","ALB",1,20,976,43.3528647244661,43.2498177954986,-0.10304692896748
"Red meat","Albania","ALB",1,30,429,40.5012792285186,40.3962862480258,-0.104992980492824
"Red meat","Albania","ALB",1,30,441,26.2939454209857,26.2140489546604,-0.0798964663252804
"Red meat","Albania","ALB",1,30,493,25.9623171606369,25.8808580217246,-0.0814591389123152
"Red meat","Albania","ALB",1,30,495,41.2250963559732,41.1149508662645,-0.110145489708728
"Red meat","Albania","ALB",1,30,496,55.0788048913854,54.9561482803467,-0.122656611038664
"Red meat","Albania","ALB",1,30,497,52.2923458205455,52.1587856899619,-0.133560130583554
"Red meat","Albania","ALB",1,30,976,42.3167899936364,42.206301853367,-0.110488140269361
"Red meat","Albania","ALB",1,31,429,40.0342041193064,39.9284566696882,-0.105747449618221
"Red meat","Albania","ALB",1,31,441,25.6233229259817,25.5437695339725,-0.0795533920092382
"Red meat","Albania","ALB",1,31,493,25.2259087194276,25.1445643688965,-0.0813443505310794
"Red meat","Albania","ALB",1,31,495,40.647833365616,40.537270870325,-0.110562495291006
